nquest,ctit,nctit,ictit,unaban,banche,scoper,utscoper,mesiscoper,vmscoper,fscoper,carta,carte,usocart,bancomat,nbancoma,cartapre,ncartapre,spesecon,coldis,cartdeb,cartdeb1,fscoper1,DEPOSIT,NDEPOSIT
856430,1,1,1,2,2,1,2,,,,1,1,2,1,2,1,1,700,1,,,,1,2
856439,2,,,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,1
856472,2,,,1,1,2,,,,,2,,,1,2,1,1,1000,2,,,,1,1
856490,2,,,1,1,2,,,,,1,1,2,1,3,2,,1200,2,,,,1,3
856532,2,,,1,1,2,,,,,2,,,2,,2,,500,2,,,,1,1
856583,2,,,2,2,3,,,,,2,,,1,2,2,,600,2,,,,1,2
856600,1,1,2,2,3,1,2,,,,1,1,2,1,4,2,,1000,2,,,,1,6
856674,2,,,1,1,2,,,,,1,1,2,1,1,2,,1200,1,,,,1,2
856688,2,,,1,1,2,,,,,1,1,2,1,2,1,1,200,1,,,,1,3
856695,1,1,1,1,1,1,2,,,,1,1,1,1,1,2,,800,2,,,,1,1
856708,2,,,2,3,1,2,,,,1,4,2,1,5,2,,500,1,,,,1,6
856731,1,1,1,2,2,1,2,,,,1,1,2,1,4,1,2,2500,1,,,,1,8
856759,2,,,1,1,1,2,,,,1,1,1,1,1,2,,350,2,,,,1,1
856840,2,,,1,1,2,,,,,2,,,1,1,2,,200,1,,,,1,1
856963,,,,1,1,,,,,,2,,,2,,2,,1000,2,,,,1,1
857044,,,,,,,,,,,2,,,2,,2,,550,2,,,,2,0
857048,2,,,1,1,2,,,,,2,,,1,1,2,,700,1,,,,1,1
857107,2,,,1,1,2,,,,,1,1,2,1,1,2,,1500,1,,,,1,1
857111,,,,1,1,,,,,,2,,,1,1,2,,2300,2,,,,1,1
857172,2,,,1,1,2,,,,,2,,,1,1,2,,2100,2,,,,1,1
857273,2,,,1,1,1,2,,,,1,1,2,1,1,2,,900,2,,,,1,1
857342,2,,,1,1,1,2,,,,2,,,1,1,2,,500,2,,,,1,1
857353,2,,,2,2,1,1,12,3000,0,1,1,3,1,1,2,,1300,2,4000,,,1,2
857398,2,,,1,1,2,,,,,2,,,2,,2,,900,2,,,,1,1
857466,2,,,2,2,1,2,,,,1,2,2,1,2,2,,1000,2,,,,1,2
857467,2,,,2,2,2,,,,,2,,,2,,2,,800,2,,,,1,2
857468,2,,,1,1,3,,,,,2,,,2,,2,,700,2,,,,1,1
857514,2,,,1,1,2,,,,,2,,,1,2,2,,500,2,,,,1,1
857519,,,,,,,,,,,2,,,2,,1,3,600,2,,,,2,0
857521,,,,,,,,,,,2,,,2,,1,1,400,2,,,,2,0
857549,2,,,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,1
857621,,,,1,1,,,,,,2,,,2,,2,,1200,2,,,,1,1
857624,1,2,2,2,3,2,,,,,2,,,1,3,2,,300,2,,,,1,3
857670,2,,,2,2,2,,,,,2,,,1,2,2,,400,2,,,,1,2
857679,1,1,2,1,1,2,,,,,1,2,1,1,2,2,,400,2,,,,1,2
857686,2,,,2,2,2,,,,,1,2,2,1,2,2,,800,1,,,,1,2
857713,2,,,1,1,2,,,,,2,,,2,,2,,600,2,,,,1,1
857718,2,,,1,1,2,,,,,2,,,2,,2,,650,2,,,,1,1
857741,2,,,1,1,2,,,,,2,,,1,1,2,,800,2,,,,1,1
857794,2,,,1,1,2,,,,,2,,,1,1,2,,1100,2,,,,1,1
857840,2,,,2,2,2,,,,,2,,,1,2,2,,1000,2,,,,1,2
857856,2,,,1,1,3,,,,,2,,,1,1,2,,800,2,,,,1,1
857857,2,,,1,1,2,,,,,1,1,2,1,1,2,,900,2,,,,1,1
857866,1,1,1,1,1,1,2,,,,2,,,2,,2,,2000,2,,,,1,2
857914,2,,,1,1,2,,,,,2,,,1,1,2,,500,2,,,,1,1
858047,1,1,1,1,1,3,,,,,2,,,1,2,1,1,1000,1,,,,1,1
858080,,,,,,,,,,,2,,,2,,2,,100,2,,,,2,0
858186,2,,,1,1,1,1,3,2000,2000,1,1,2,1,1,2,,300,2,,,,1,1
858214,2,,,1,1,2,,,,,2,,,2,,2,,800,2,,,,1,1
858238,,,,1,1,,,,,,2,,,1,1,2,,1200,2,,,,1,1
858282,,,,1,1,,,,,,2,,,2,,2,,1000,2,,,,1,1
858352,2,,,2,3,2,,,,,2,,,1,2,2,,400,1,,,,1,3
858353,2,,,1,1,1,2,,,,2,,,1,1,1,1,200,1,,,,1,2
858359,2,,,2,2,2,,,,,2,,,1,1,2,,1200,2,,,,1,2
858445,2,,,1,1,2,,,,,2,,,1,1,2,,500,2,,,,1,1
858474,2,,,1,1,3,,,,,2,,,1,1,2,,1500,2,,,,1,1
858481,2,,,1,1,2,,,,,2,,,2,,2,,1000,2,,,,1,1
858534,2,,,2,2,2,,,,,2,,,1,2,2,,1500,2,,,,1,2
858585,2,,,1,1,2,,,,,2,,,1,2,2,,1500,2,,,,1,2
858712,2,,,1,1,2,,,,,2,,,1,1,2,,1000,2,,,,1,1
858735,2,,,1,1,2,,,,,2,,,1,1,1,2,1500,2,,,,1,1
858787,2,,,2,3,2,,,,,1,1,2,1,3,2,,500,1,,,,1,4
858811,1,2,2,2,2,1,1,1,5000,0,1,2,2,1,2,1,2,600,1,,,,1,2
859244,2,,,2,2,2,,,,,2,,,1,1,2,,700,2,,,,1,2
859261,1,1,2,1,1,1,2,,,,1,6,2,1,3,1,3,600,2,,,,1,2
859271,1,1,2,2,2,2,,,,,1,2,2,1,2,2,,500,1,,,,1,2
859293,1,1,1,1,1,1,2,,,,2,,,1,1,2,,700,2,,,,1,1
859321,1,2,1,2,3,2,,,,,2,,,1,1,1,1,800,1,,,,1,4
859360,2,,,1,1,2,,,,,2,,,1,1,2,,1300,1,,,,1,1
859381,2,,,1,1,2,,,,,2,,,2,,2,,1500,2,,,,1,1
859449,2,,,2,2,1,2,,,,1,1,2,2,,1,1,1000,1,,,,1,2
859456,1,2,2,2,3,1,2,,,,2,,,1,2,1,2,1500,1,,,,1,3
859459,2,,,2,3,1,1,3,1000,1000,1,2,2,1,4,1,1,500,1,,,,1,7
859507,,,,,,,,,,,2,,,2,,2,,900,2,,,,2,0
859573,2,,,1,1,2,,,,,2,,,2,,2,,600,2,,,,1,1
859587,2,,,2,2,2,,,,,2,,,1,4,2,,1300,2,,,,1,2
859588,2,,,1,1,2,,,,,2,,,1,1,2,,500,2,,,,1,1
859592,2,,,2,2,1,2,,,,1,2,3,1,4,1,1,1000,2,0,,,1,2
859597,2,,,2,3,1,2,,,,2,,,1,2,2,,700,1,,,,1,3
859611,2,,,2,2,2,,,,,2,,,1,4,2,,1300,1,,,,1,3
859616,2,,,1,1,1,2,,,,1,1,1,1,2,2,,1200,1,,,,1,2
859695,2,,,1,1,2,,,,,2,,,1,1,2,,800,2,,,,1,1
859696,,,,,,,,,,,2,,,2,,2,,700,2,,,,2,0
859740,2,,,2,2,2,,,,,2,,,1,2,1,1,600,2,,,,1,3
859754,2,,,1,1,1,2,,,,2,,,1,1,2,,1000,2,,,,1,1
859795,2,,,1,1,3,,,,,2,,,1,2,2,,1200,2,,,,1,2
859908,2,,,2,2,2,,,,,2,,,1,1,1,1,300,1,,,,1,2
859913,2,,,1,1,2,,,,,2,,,1,1,2,,300,2,,,,1,1
859920,2,,,1,1,2,,,,,2,,,1,1,2,,500,2,,,,1,1
859946,2,,,1,1,2,,,,,2,,,1,2,2,,700,2,,,,1,1
859993,2,,,2,2,1,1,9,2000,,1,1,2,2,,2,,800,1,,,1,1,2
860092,1,1,1,2,2,1,2,,,,1,1,2,1,2,2,,800,2,,,,1,3
860095,2,,,1,1,1,2,,,,1,1,2,1,1,1,2,400,1,,,,1,1
860127,2,,,2,3,1,2,,,,1,3,2,1,3,1,1,500,1,,,,1,3
860133,2,,,1,1,2,,,,,2,,,1,1,2,,200,2,,,,1,1
860164,2,,,1,1,1,2,,,,1,1,2,1,1,1,1,300,2,,,,1,2
860167,1,1,1,2,2,1,2,,,,1,1,2,1,2,2,,500,1,,,,1,2
860182,2,,,1,1,2,,,,,2,,,1,1,2,,400,2,,,,1,1
860230,2,,,1,1,1,1,2,100,0,2,,,1,1,2,,400,2,,,,1,1
860328,2,,,1,1,2,,,,,2,,,1,1,2,,1000,2,,,,1,1
860353,,,,,,,,,,,2,,,2,,2,,700,2,,,,2,0
860381,2,,,1,1,3,,,,,2,,,1,2,2,,600,2,,,,1,1
860503,2,,,1,1,2,,,,,2,,,1,3,1,2,1000,1,,,,1,4
860525,2,,,1,1,2,,,,,1,2,2,1,1,2,,1300,1,,,,1,1
860573,2,,,1,1,2,,,,,2,,,1,1,2,,400,1,,,,1,1
860596,2,,,1,1,2,,,,,2,,,1,1,2,,1400,2,,,,1,1
860684,2,,,1,1,2,,,,,2,,,1,1,2,,1000,2,,,,1,2
860688,1,1,2,2,2,2,,,,,2,,,1,3,2,,1000,1,,,,1,3
860704,2,,,1,1,1,2,,,,2,,,1,2,1,1,700,1,,,,1,4
860726,2,,,1,1,1,2,,,,2,,,1,1,1,1,300,1,,,,1,1
860757,,,,1,1,,,,,,2,,,1,1,2,,700,2,,,,1,1
860780,2,,,1,1,2,,,,,2,,,1,1,2,,1350,2,,,,1,1
