nquest,quest,nquestp,ncomp,vitgen,ngen,figli,nfigli,parnoit,anconv,stupcf,citpcf,stumcf,citmcf,stupco,citpco,stumco,citmco,contint,CAPI
801966,3,,3,1,1,1,1,,1984,2,1,2,1,2,1,2,1,1,1
801972,3,,4,1,2,1,1,,1986,1,1,1,2,7,1,7,1,1,1
801986,3,,2,2,,1,3,,1968,1,1,1,1,1,1,1,1,1,1
802001,3,,6,1,2,2,,,2010,1,,1,,2,1,7,1,1,1
802038,3,,3,2,,2,,,1978,2,1,2,1,2,1,2,1,2,1
802223,3,,3,,,2,,2,,2,,2,,,,,,1,1
802253,3,,1,2,,1,2,,,2,1,2,1,,,,,3,1
802261,3,,1,2,,2,,2,,2,1,2,1,,,,,2,1
802326,3,,1,2,,2,,2,,2,1,2,1,,,,,1,1
802332,3,,4,2,,2,,,1976,1,1,1,1,2,1,1,1,1,1
802349,3,,4,1,4,2,,,1995,2,1,2,1,2,1,2,1,1,1
802444,3,,1,1,2,2,,2,,5,2,5,2,,,,,1,1
802451,3,,2,1,2,1,1,1,,2,2,4,2,,,,,1,1
802475,3,,1,2,,1,3,,,2,2,2,2,,,,,1,1
802480,3,,2,2,,1,1,,,2,1,1,1,,,,,1,1
802595,3,,2,2,,2,,,1959,5,1,4,1,4,1,3,1,2,1
802675,3,,3,2,,2,,,1977,2,1,2,1,2,1,2,1,2,1
802895,3,,1,2,,1,1,,,2,1,2,1,,,,,2,1
802905,3,,1,2,,2,,2,,4,1,3,1,,,,,1,1
802914,3,,2,2,,2,,2,,3,1,3,1,,,,,1,1
803055,3,,1,2,,1,2,2,,3,1,3,1,,,,,2,1
803101,3,,1,2,,2,,2,,5,1,5,1,,,,,2,1
803200,3,,1,1,2,2,,2,,3,1,4,1,,,,,3,1
803205,3,,3,1,4,2,,,1985,3,1,3,1,3,1,3,1,4,1
803483,3,,2,1,2,2,,2,,4,1,4,2,,,,,1,1
803501,3,,3,2,,1,1,,1981,2,1,2,1,2,1,2,1,1,1
803526,3,,4,1,2,2,,,1997,1,1,1,1,1,1,1,1,1,1
803566,3,,2,2,,2,,,1979,2,1,2,1,2,1,2,1,1,1
803570,3,,4,2,,2,,,1981,2,1,1,1,1,1,2,1,1,1
803661,3,,2,2,,1,1,,1969,2,1,2,1,2,1,2,1,2,1
803736,3,,2,2,,1,3,,1974,1,2,1,2,1,2,1,2,2,1
804040,3,,2,2,,2,,,,1,1,1,1,,,,,2,1
804163,3,,2,2,,1,1,2,,2,1,2,1,,,,,1,1
804172,3,,2,2,,1,3,,1961,2,1,4,1,4,1,2,1,2,1
804203,3,,2,1,1,1,2,,1980,1,1,1,1,1,1,1,1,1,1
804209,3,,4,1,3,2,,,1988,2,1,1,1,2,1,1,1,1,1
804210,3,,1,1,1,1,2,2,,4,1,3,1,,,,,2,1
804214,3,,3,1,4,1,1,,1985,5,1,4,1,3,1,2,1,3,1
804222,3,,1,2,,2,,2,,4,1,2,1,,,,,4,1
804324,3,,2,2,,1,5,,1954,2,1,2,1,2,1,2,1,2,1
804457,3,,1,2,,1,3,,,2,1,1,1,,,,,1,1
804495,3,,1,2,,1,5,,,1,1,1,1,,,,,1,1
804515,3,,1,2,,1,2,,,1,1,1,1,,,,,1,1
804534,3,,3,1,2,2,,,1999,2,1,3,1,3,1,2,1,2,1
804536,3,,1,1,1,2,,2,,2,1,2,1,,,,,2,1
804547,3,,2,2,,1,2,,1960,2,1,2,1,1,1,1,1,2,1
804631,3,,1,2,,2,,2,,2,1,2,1,,,,,2,1
804720,3,,5,2,,2,,,1990,2,1,2,1,2,1,2,1,3,1
804825,3,,4,1,3,2,,,2004,3,1,3,1,3,1,4,1,2,1
804880,3,,6,2,,1,2,,1970,2,1,2,1,1,1,1,1,1,0
804928,3,,1,2,,1,3,,,1,1,1,1,,,,,2,1
804962,3,,2,1,2,2,,2,,3,1,3,1,,,,,1,1
804966,3,,1,2,,1,2,,,1,1,1,1,,,,,1,1
805100,3,,5,1,3,2,,,1980,2,1,2,1,2,1,2,1,1,1
805154,3,,3,1,2,1,1,,1992,3,2,2,2,2,2,2,2,1,1
805179,3,,1,2,,1,2,,,1,1,1,1,,,,,1,1
805189,3,,1,2,,1,3,,,3,1,1,1,,,,,1,1
805227,3,,2,2,,1,1,,1971,2,1,2,1,2,1,2,1,1,1
805230,3,,1,1,2,2,,2,,2,1,2,1,,,,,2,1
805264,3,,3,1,3,2,,,1986,2,1,2,1,4,1,2,1,4,1
805330,3,,3,1,1,1,3,,1973,2,1,2,1,2,1,2,1,1,0
805435,3,,2,2,,1,2,,1990,1,1,1,1,1,1,1,1,1,1
805449,3,,4,2,,2,,,1986,2,1,2,1,2,1,1,1,1,1
805475,3,,4,1,4,2,,,1991,2,1,3,1,2,1,3,1,1,1
805524,3,,3,1,2,1,1,,1987,2,1,2,1,2,1,2,1,2,0
805556,3,,1,2,,2,,2,,2,1,2,1,,,,,1,1
805664,3,,2,2,,1,2,,1972,2,1,2,1,2,1,2,1,2,1
805719,3,,1,2,,1,2,,,1,1,1,1,,,,,1,1
805932,3,,3,1,3,1,1,,1982,2,1,2,1,2,1,2,1,2,1
805981,3,,1,2,,2,,2,,2,1,2,1,,,,,1,0
806088,3,,2,1,3,2,,,2004,3,1,2,1,7,1,3,1,3,1
806096,3,,5,1,1,2,,,1989,2,1,1,1,2,1,2,1,2,1
806223,3,,5,2,,2,,,1998,2,1,1,1,3,1,2,1,1,1
806282,3,,1,1,1,2,,2,,3,1,2,1,,,,,2,1
806289,3,,2,2,,1,2,,1957,1,1,2,1,1,1,1,1,2,1
806339,3,,2,2,,1,1,2,,2,,1,1,,,,,1,1
806430,3,,3,2,,1,2,,1975,5,1,4,1,4,1,4,1,2,1
806443,3,,3,1,4,2,,,1999,2,1,2,1,2,1,2,1,1,1
806447,3,,3,2,,2,,,1985,2,1,2,1,2,1,2,1,1,1
806473,3,,3,1,1,2,,,1983,2,1,2,1,2,1,2,1,1,1
806532,3,,2,2,,1,4,,1962,4,1,3,1,2,1,2,1,1,1
806540,3,,3,2,,2,,,1988,3,1,4,1,2,1,3,1,1,1
806557,3,,1,2,,2,,2,,2,1,2,1,,,,,1,1
806560,3,,1,1,2,2,,2,,5,1,5,1,,,,,1,1
806563,3,,5,1,2,2,,,2000,7,1,3,1,3,1,3,1,1,1
806583,3,,4,1,2,2,,,1989,1,1,1,1,3,1,2,1,1,1
806586,3,,1,2,,1,3,,,2,1,2,1,,,,,1,1
806601,3,,5,1,1,2,,,1996,3,2,3,2,3,2,3,2,1,1
806629,3,,2,1,2,2,,,1984,2,1,2,1,2,1,2,1,1,1
806650,3,,2,2,,1,1,,1982,2,1,2,1,1,1,2,1,1,1
806700,3,,1,2,,1,2,,,1,1,1,1,,,,,1,1
806983,3,,4,1,3,2,,,2001,3,2,3,2,3,2,4,2,2,1
806993,3,,2,1,2,1,1,1,,3,2,2,2,,,,,1,1
807054,3,,4,2,,1,1,,1983,2,1,2,1,2,1,2,1,1,1
807066,3,,3,1,1,1,1,,1977,3,1,3,1,3,1,2,1,1,1
807142,3,,5,1,1,2,,,2004,3,,3,,4,,3,,2,1
807146,3,,4,1,3,1,1,,1985,2,1,1,1,1,1,1,1,2,1
807165,3,,2,2,,1,2,,1970,3,1,2,1,7,1,4,1,2,1
807255,3,,5,1,3,2,,,1996,3,2,3,,3,2,3,2,1,1
807289,3,,4,2,,2,,,1988,4,1,2,1,2,1,2,1,1,1
807303,3,,3,1,1,2,,,1986,3,1,3,1,4,1,4,1,2,1
807404,3,,1,2,,1,1,2,,3,1,4,1,,,,,2,1
807441,3,,2,2,,1,1,,1983,2,1,3,1,5,2,3,2,3,1
807466,3,,1,2,,1,2,,,1,1,1,1,,,,,1,1
807538,3,,2,2,,1,2,,1982,3,1,3,1,3,1,3,1,1,1
807625,3,,1,2,,1,2,2,,2,1,2,1,,,,,1,1
807849,3,,1,2,,1,3,,,1,1,1,1,,,,,4,1
807962,3,,1,2,,2,,2,,2,1,1,1,,,,,1,0
808122,3,,1,2,,1,1,,,2,1,1,1,,,,,1,1
808169,3,,3,1,1,1,2,,1971,1,1,1,1,7,1,7,1,3,1
808182,3,,2,1,1,2,,,1978,3,1,2,1,2,1,2,1,3,1
808310,3,,2,2,,2,,2,,3,1,3,,,,,,4,1
808313,3,,5,1,1,2,,2,,3,1,3,,,,,,6,1
808314,3,,5,1,4,2,,,1994,2,1,1,1,1,1,2,1,2,1
808316,3,,3,1,1,2,,2,,3,1,3,,,,,,3,1
808318,3,,4,1,3,2,,,1996,2,1,1,1,2,1,2,1,3,1
808379,3,,3,2,,1,1,,1963,2,1,2,1,2,1,2,1,1,1
808450,3,,1,2,,2,,2,,2,1,2,1,,,,,1,1
808712,3,,1,2,,2,,2,,2,1,2,1,,,,,1,1
809233,3,,3,2,,1,1,,1976,1,1,1,1,1,1,1,1,1,1
809254,3,,4,1,4,2,,,1995,2,1,2,1,3,1,2,1,1,1
809268,3,,1,1,2,2,,,,2,1,2,1,,,,,1,1
809285,3,,2,1,1,1,1,,1969,2,1,2,1,2,1,2,1,2,1
809382,3,,1,2,,2,,2,,1,1,1,1,,,,,1,1
809446,3,,2,2,,1,1,,1966,1,1,1,1,1,1,1,1,1,1
809488,3,,4,1,3,2,,,1997,2,2,2,2,2,2,2,2,2,1
809628,3,,2,2,,2,,,1968,1,1,1,1,2,1,1,1,1,1
809644,3,,3,2,,2,,,1976,2,1,2,1,2,1,2,1,1,1
809835,3,,4,1,2,2,,,1982,2,1,2,1,2,1,2,1,4,1
809897,3,,3,1,3,2,,,1989,2,1,2,1,2,1,2,1,1,1
809918,3,,3,1,1,1,1,,1980,2,1,2,1,2,1,2,1,2,1
810042,3,,1,2,,1,1,,,2,1,2,1,,,,,2,1
810099,3,,2,2,,1,3,,1957,1,1,1,1,1,1,1,1,1,1
810104,3,,2,2,,1,2,,,1,1,2,,,,,,2,1
810122,3,,3,1,4,2,,,1989,1,1,1,1,1,1,1,1,1,1
810150,3,,2,2,,1,2,,1964,1,1,1,1,1,1,1,1,1,1
810161,3,,4,,,2,,2,,1,,1,,,,,,2,1
810180,3,,2,2,,1,2,,1960,1,1,1,1,1,1,1,1,1,1
810183,3,,4,1,2,1,1,,1982,1,1,1,,1,1,1,1,2,1
810778,3,,2,2,,1,2,,1975,2,1,2,1,2,1,2,1,2,1
810818,3,,2,1,2,2,,,1998,4,1,4,1,3,1,3,1,4,1
810835,3,,2,2,,1,2,,1965,2,1,2,1,2,1,2,1,1,1
810855,3,,1,1,1,2,,2,,2,1,3,1,,,,,2,1
811035,3,,2,2,,1,3,,1966,2,1,2,1,2,1,2,1,2,1
811075,3,,2,2,,2,,2,,2,1,2,,,,,,1,1
811158,3,,2,1,4,2,,,1997,3,1,4,1,3,1,3,1,1,1
811239,3,,2,2,,2,,,1952,1,1,1,1,1,1,1,1,1,1
811294,3,,6,1,3,2,,,1999,1,,1,2,1,2,1,2,1,1
811447,3,,4,1,3,2,,,2002,4,1,5,1,3,1,2,1,2,1
811506,3,,3,2,,1,4,2,,1,1,1,1,,,,,1,1
811573,3,,2,2,,2,,,1966,2,1,7,1,7,3,7,1,1,1
811784,3,,1,2,,2,,2,,1,1,1,1,,,,,2,1
811793,3,,4,1,2,2,,,1986,2,1,2,1,2,1,2,1,1,1
811794,3,,1,2,,1,1,2,,2,1,7,1,,,,,1,1
811807,3,,2,1,1,1,2,,1964,2,1,2,1,2,1,2,1,3,1
811952,3,,1,1,2,2,,2,,4,1,4,1,,,,,2,1
811991,3,,1,2,,1,2,,,1,1,1,1,,,,,1,1
812006,3,,1,1,1,2,,2,,4,1,4,1,,,,,1,1
812015,3,,3,1,1,2,,2,,3,1,3,1,,,,,1,1
812035,3,,2,2,,1,2,,1960,2,1,2,1,1,1,1,1,1,1
812043,3,,2,1,2,2,,,1979,4,1,3,1,5,1,5,1,1,1
812121,3,,3,1,1,1,1,,1984,2,1,2,1,2,1,2,1,1,1
812147,3,,4,1,2,2,,,2004,3,1,2,1,4,1,3,1,3,1
812450,3,,3,1,2,2,,,,1,1,1,1,,,,,1,1
812567,3,,1,2,,1,2,,,7,1,7,1,,,,,3,1
812628,3,,2,2,,1,2,,1974,1,1,1,1,1,1,1,1,2,1
812794,3,,3,1,3,2,,,2006,3,1,2,1,3,1,3,1,1,1
812849,3,,3,2,,2,,,1964,1,1,2,1,1,1,1,1,2,1
812889,3,,3,1,2,1,1,,1991,2,1,2,1,2,1,2,1,2,1
812896,3,,1,1,1,1,1,1,,2,2,1,2,,,,,2,1
813026,3,,4,1,2,2,,,2002,4,1,3,1,3,1,3,1,2,1
813109,3,,2,2,,1,2,,1977,3,1,4,1,4,1,5,1,2,1
813135,3,,4,1,1,2,,,1993,2,1,2,,2,1,2,1,4,1
813141,3,,2,2,,1,2,,1952,1,1,1,1,1,1,1,1,1,1
813246,3,,1,2,,1,4,,,1,1,1,1,,,,,1,1
813283,3,,2,2,,1,2,,1966,3,1,4,1,4,1,4,1,1,1
813298,3,,4,1,1,1,3,,1990,3,2,2,2,3,2,2,2,1,1
813323,3,,1,2,,2,,,,1,1,1,1,,,,,1,1
813349,3,,2,1,1,1,2,,1983,1,1,2,1,7,1,2,1,2,1
813355,3,,4,1,4,2,,,2007,5,1,5,1,3,1,4,1,1,1
813379,3,,2,2,,1,2,,,2,1,2,1,,,,,3,1
813493,3,,2,2,,1,3,,1968,1,1,1,1,1,1,1,1,1,1
813513,3,,3,1,2,2,,,2003,2,2,2,2,3,1,3,1,1,1
813686,3,,2,2,,2,,,1969,3,1,1,1,3,1,2,1,2,1
813713,3,,1,2,,2,,2,,2,1,2,1,,,,,2,1
813729,3,,3,2,,1,2,,1966,2,1,2,1,2,1,1,1,2,1
813768,3,,1,1,1,2,,2,,1,1,1,1,,,,,1,1
813818,3,,1,2,,2,,2,,1,1,1,1,,,,,1,1
813829,3,,4,1,2,2,,,1991,3,2,3,2,3,2,3,2,3,1
813888,3,,1,2,,1,1,2,,2,1,2,1,,,,,2,1
813893,3,,1,2,,1,2,,,3,1,3,1,,,,,2,1
813912,3,,5,1,2,2,,,1991,3,1,2,1,3,,2,,1,1
813932,3,,1,1,2,2,,1,,3,2,3,2,,,,,1,1
813952,3,,4,1,4,2,,,2004,2,2,2,2,3,2,3,2,1,1
814027,3,,1,2,,1,2,,,2,1,2,1,,,,,2,1
814098,3,,1,1,2,2,,2,,5,1,4,1,,,,,4,1
814102,3,,1,2,,1,2,,,2,1,3,1,,,,,2,1
814103,3,,2,1,2,1,2,,1979,5,1,4,1,4,1,4,1,1,1
814136,3,,2,2,,1,1,,1977,4,1,3,1,7,1,7,1,3,1
814264,3,,3,1,1,2,,,2000,2,1,2,1,7,1,7,1,3,1
814448,3,,3,1,2,2,,,1989,4,1,4,1,4,1,4,1,2,1
814466,3,,1,2,,1,2,,,3,1,3,1,,,,,1,1
814468,3,,1,2,,2,,,,5,1,4,1,,,,,1,1
814532,3,,2,1,1,1,1,,1968,5,1,4,1,5,1,4,1,2,1
814546,3,,1,2,,2,,2,,2,1,2,1,,,,,5,1
814586,3,,2,2,,1,1,,1975,2,1,2,1,1,1,1,1,2,1
814735,3,,4,1,3,1,1,,1986,2,1,2,1,2,1,2,1,1,1
814738,3,,4,2,,2,,,1997,2,1,2,1,2,1,2,1,1,1
814868,3,,2,1,1,1,2,,1984,4,1,4,1,2,1,2,1,2,1
814889,3,,4,1,3,2,,,2007,1,1,1,1,1,1,2,1,2,1
815015,3,,1,2,,2,,2,,2,1,2,1,,,,,1,1
815135,3,,2,1,3,1,3,,1959,2,1,1,1,2,1,2,1,2,1
815136,3,,3,2,,1,2,,1971,2,1,2,1,4,1,4,1,2,0
815147,3,,4,1,1,2,,,1984,1,1,1,1,1,1,2,1,3,1
815192,3,,4,1,3,2,,,1995,4,1,2,1,2,1,2,1,2,1
815291,3,,3,1,2,1,1,,1982,2,1,2,1,2,1,2,1,1,1
815403,3,,2,2,,1,2,2,,2,1,2,,,,,,3,1
815411,3,,2,2,,1,2,,1973,4,1,3,1,3,1,3,1,3,1
815415,3,,1,2,,2,,2,,1,1,1,1,,,,,1,1
815416,3,,2,2,,1,1,,1980,2,1,2,1,2,1,2,1,1,1
815465,3,,2,2,,1,1,,1970,1,1,1,1,1,1,1,1,1,1
815511,3,,1,2,,1,2,,,1,1,2,1,,,,,1,1
815523,3,,1,1,1,2,,2,,3,1,2,1,,,,,1,1
815857,3,,2,2,,1,3,,1945,1,1,1,1,2,1,2,1,1,1
815896,3,,3,2,,1,1,,1965,2,1,1,1,7,1,2,1,2,1
815960,3,,4,1,3,2,,,1989,2,1,2,1,2,1,2,1,2,1
816001,3,,3,2,,1,1,,1966,2,1,2,1,3,1,3,1,2,1
816029,1,,2,2,,1,2,,1962,2,1,2,1,2,1,2,1,2,1
816082,3,,1,2,,1,4,,,1,1,1,1,,,,,1,1
816139,3,,1,1,1,2,,2,,2,1,2,1,,,,,1,1
816196,3,,1,2,,2,,2,,2,1,3,1,,,,,1,1
816213,3,,2,2,,1,1,,1980,2,1,2,1,2,1,2,1,2,1
816249,3,,5,2,,1,2,,,1,1,1,1,,,,,1,1
816315,3,,2,2,,1,3,,,4,1,2,1,,,,,1,1
816383,3,,2,2,,1,1,,,1,1,1,1,,,,,1,1
816433,3,,3,1,2,1,1,,1982,2,1,1,1,2,1,1,1,1,1
816585,3,,2,1,2,2,,2,,2,1,2,1,,,,,1,1
816781,3,,1,2,,1,5,,,2,1,1,1,,,,,1,1
816816,3,,1,2,,2,,2,,2,1,2,1,,,,,1,1
816827,3,,3,1,3,2,,,1994,2,1,2,1,2,1,2,1,1,1
816839,3,,3,1,2,1,3,,1973,1,1,1,1,1,1,1,1,1,1
816847,3,,4,1,1,2,,,1981,2,1,2,1,3,1,2,1,1,1
816897,3,,4,1,2,1,1,,1986,2,1,2,1,2,1,2,1,1,1
816919,3,,3,1,1,2,,,1989,1,1,1,1,2,1,2,1,1,1
817160,3,,3,1,2,2,,,1979,1,1,1,1,1,1,1,1,2,1
817180,3,,4,1,3,2,,,1983,2,1,2,1,2,1,2,1,1,1
817204,3,,2,2,,1,3,,1961,2,1,1,1,1,1,1,1,2,1
817248,3,,1,2,,2,,2,,2,1,2,1,,,,,1,1
817276,3,,1,2,,2,,2,,1,1,2,1,,,,,2,1
817281,3,,4,,,2,,2,,4,,5,,,,,,2,1
817303,3,,1,2,,1,3,,,1,1,1,1,,,,,3,1
817402,3,,3,1,1,1,1,,1988,2,1,2,1,2,1,2,1,1,1
817480,3,,2,2,,1,2,,1970,1,1,1,1,1,1,1,1,1,1
817487,3,,3,2,,1,2,,1964,2,1,3,1,2,1,2,1,2,1
817534,3,,2,1,2,2,,2,,4,1,4,1,,,,,2,1
817675,3,,1,1,2,2,,1,,3,2,3,2,,,,,2,1
817706,3,,3,1,1,2,,2,,3,1,2,,,,,,2,1
817742,3,,4,1,2,2,,,1980,2,1,2,1,2,1,2,1,3,1
817747,3,,1,2,,1,3,,,4,1,2,1,,,,,1,1
817749,3,,2,2,,1,4,,1958,1,1,1,1,1,1,1,1,1,1
817763,3,,3,1,2,2,,2,,2,1,2,1,,,,,1,1
817815,3,,4,1,2,2,,,1996,3,1,2,1,7,1,7,1,1,1
817842,3,,5,1,1,2,,2,,1,1,1,,,,,,1,1
817886,3,,4,1,1,2,,,1985,2,1,2,1,7,1,7,1,2,1
817905,3,,4,1,4,2,,,1999,2,1,2,1,3,1,2,1,1,1
817967,3,,3,1,4,2,,,2001,2,1,2,1,3,1,2,1,1,1
818057,3,,3,1,4,2,,,2008,3,1,2,1,7,1,7,1,2,1
818064,3,,2,2,,1,2,,1978,1,1,1,1,1,1,1,1,3,1
818113,3,,4,1,1,2,,,1991,2,1,2,1,7,1,7,1,1,1
818290,3,,3,1,1,1,2,,1983,2,1,2,1,2,1,2,1,1,1
818345,3,,3,2,,2,,,1982,5,1,5,1,4,1,3,1,1,1
818425,3,,2,2,,1,1,,,2,1,2,1,,,,,1,1
818426,3,,2,2,,2,,,,1,1,1,1,,,,,2,1
818435,3,,2,2,,1,2,,1948,1,1,1,1,1,1,1,1,1,0
818640,3,,5,1,1,2,,,1977,1,1,1,1,1,1,1,1,1,1
818869,3,,4,1,1,2,,,1989,2,1,2,1,2,1,2,1,1,1
819010,3,,1,3,,1,1,2,,7,1,7,1,,,,,1,0
819031,3,,1,2,,1,2,,,2,1,2,1,,,,,2,0
819125,3,,2,2,,1,1,2,,2,1,2,1,,,,,2,1
819127,3,,2,2,,1,2,,1965,2,1,1,1,2,1,1,1,1,1
819156,3,,1,2,,1,12,2,,1,1,1,1,,,,,1,1
819168,3,,2,2,,1,2,,1964,1,1,1,1,1,1,1,1,3,1
819330,3,,2,1,1,1,2,,1977,3,1,2,1,3,1,2,1,2,1
819349,3,,2,1,1,1,2,,1976,5,1,5,1,3,1,2,1,1,1
819350,3,,3,1,1,1,1,,1976,2,1,2,,2,1,2,1,2,1
819433,3,,1,2,,1,4,,,2,1,2,1,,,,,2,1
819453,3,,4,1,1,1,1,,1987,3,1,1,1,2,1,2,1,2,1
819456,3,,3,1,1,1,2,,,2,1,2,1,,,,,3,1
819465,3,,3,1,2,2,,,1986,4,1,3,1,3,1,3,1,2,1
819511,3,,2,2,,1,2,,1968,1,1,1,1,1,1,1,1,1,1
819517,3,,3,1,3,2,,,2005,2,2,2,2,2,2,2,2,1,1
819575,3,,5,1,3,2,,,2007,5,1,2,1,5,2,4,2,2,1
819626,3,,2,2,,1,2,,1964,2,1,2,1,2,1,2,1,3,1
819653,3,,3,2,,1,1,,1974,2,1,3,,2,1,2,1,2,1
819664,3,,1,2,,1,2,,,2,1,1,1,,,,,1,1
819693,3,,5,1,3,2,,,1994,2,2,1,2,2,,2,,2,1
819727,3,,2,2,,1,2,,1960,2,1,2,1,2,1,2,1,1,0
819831,3,,4,1,2,2,,,1984,3,1,3,1,3,1,3,1,3,1
819849,3,,1,2,,2,,2,,1,1,1,1,,,,,1,1
819972,3,,3,1,1,1,1,,1978,2,1,2,1,2,1,2,1,1,1
820063,3,,1,2,,1,2,,,2,1,1,1,,,,,2,0
820115,3,,3,1,1,2,,,1997,1,1,1,1,7,3,1,1,1,1
820171,3,,6,2,,2,,,1991,1,1,1,1,7,1,7,1,2,1
820465,3,,3,2,,1,1,,1967,3,1,1,1,4,1,2,1,1,1
820474,3,,1,2,,1,3,,,1,1,1,1,,,,,1,1
820593,3,,4,1,4,1,1,,1998,1,2,1,2,1,2,1,2,1,1
820606,3,,2,1,4,1,2,,1978,3,1,3,1,2,1,2,1,2,1
820645,3,,1,2,,1,2,,,1,1,1,1,,,,,1,1
820675,3,,4,1,3,2,,,1983,1,1,1,1,2,1,2,1,1,1
820697,3,,4,1,2,2,,,2003,5,1,4,1,4,1,4,1,1,1
820707,3,,3,1,2,1,1,,1984,2,1,2,1,2,1,2,1,1,1
820718,3,,1,2,,1,2,,,1,1,1,1,,,,,1,1
820837,3,,2,2,,1,3,,1998,3,1,3,1,2,1,3,1,1,1
820847,3,,3,2,,2,,,2002,3,1,2,1,3,1,3,1,1,1
820966,3,,2,2,,2,,2,,4,1,2,1,,,,,1,1
821008,3,,3,1,4,2,,,1998,2,1,2,1,2,1,3,1,1,1
821020,3,,4,1,3,2,,,2008,2,1,2,1,3,1,3,1,1,1
821170,3,,2,2,,1,3,,1962,1,1,1,1,1,1,1,1,1,1
821206,3,,1,2,,1,2,,,1,1,1,1,,,,,2,1
821350,3,,4,1,3,2,,,1992,2,1,2,1,2,1,2,1,2,1
821387,3,,1,2,,1,2,,,2,1,2,1,,,,,1,1
821489,3,,1,2,,1,3,,,7,1,1,1,,,,,2,1
821675,3,,4,1,2,2,,,1997,3,1,2,1,2,1,2,1,1,1
821692,3,,1,1,2,2,,2,,3,1,3,1,,,,,1,1
821713,3,,1,2,,1,2,,,2,1,2,1,,,,,1,1
821727,3,,5,1,2,2,,,1984,2,1,2,1,2,1,2,1,1,1
821770,3,,1,2,,1,1,,,1,1,2,1,,,,,1,1
821789,3,,2,2,,1,2,,1970,2,1,2,1,1,1,2,1,1,1
821841,3,,3,1,1,2,,,2002,1,1,2,1,2,1,2,1,3,0
821844,3,,1,2,,2,,2,,2,1,1,1,,,,,2,0
821852,3,,2,1,1,1,2,,1979,2,1,1,1,2,1,2,1,1,0
821854,3,,2,2,,1,2,,1972,1,1,1,1,1,1,2,1,2,0
821998,3,,1,2,,1,1,,,1,1,1,1,,,,,2,1
822019,3,,4,1,1,2,,,1978,2,1,2,1,2,1,2,1,1,1
822033,3,,2,2,,1,1,,1960,2,1,2,1,2,1,2,1,1,1
822123,3,,2,2,,2,,,,3,1,2,1,,,,,1,1
822151,3,,1,2,,1,1,,,2,1,2,1,,,,,3,1
822166,3,,3,1,1,2,,,1972,4,1,3,1,2,1,2,1,1,1
822191,3,,4,1,4,2,,,1992,2,1,2,1,3,1,3,1,1,1
822266,3,,3,2,,1,1,,1959,2,1,1,1,1,1,1,1,1,1
822398,3,,2,1,1,1,2,,1972,2,1,2,1,2,1,2,1,1,1
822408,3,,3,2,,1,1,,1967,1,1,1,1,1,1,1,1,1,1
822419,3,,2,2,,1,2,,1964,1,1,1,1,1,1,1,1,1,1
822497,3,,1,1,1,2,,2,,2,1,2,1,,,,,2,1
822530,3,,2,2,,2,,2,,2,1,2,1,,,,,3,1
822536,3,,2,1,3,2,,,2003,4,1,3,1,4,1,3,1,2,1
822589,3,,1,2,,1,2,,,2,1,2,1,,,,,3,1
822614,3,,4,1,3,2,,,1992,3,1,3,1,3,1,3,1,1,1
822678,3,,1,2,,1,1,,,2,1,2,1,,,,,1,1
822694,3,,1,1,2,1,1,2,,4,1,4,1,,,,,1,1
822776,3,,3,1,3,2,,,1987,2,1,2,1,2,1,2,1,3,1
822826,3,,3,1,3,2,,,2004,2,2,2,2,3,2,3,2,4,1
823046,3,,2,2,,1,1,,1979,2,1,2,1,2,1,2,1,2,1
823053,3,,1,2,,1,3,,,1,1,1,1,,,,,1,1
823250,3,,4,2,,2,,,1986,2,1,2,1,2,1,2,1,1,1
823258,3,,4,1,1,2,,,1995,3,1,3,1,5,1,4,1,4,1
823327,3,,1,1,2,2,,2,,2,1,2,1,,,,,1,1
823338,3,,3,2,,1,1,,1963,3,1,2,1,3,1,2,1,2,1
823488,3,,5,2,,2,,,1977,1,1,1,1,2,1,2,1,2,1
823506,3,,7,1,2,2,,,1992,2,1,2,1,2,1,2,1,1,1
823524,3,,2,2,,1,4,,1973,2,1,2,1,2,1,2,1,1,1
823767,3,,3,2,,2,,,,4,1,5,1,,,,,1,1
823957,3,,2,2,,1,2,,1963,4,1,1,1,3,1,2,1,1,1
823963,3,,4,1,3,2,,,1986,2,1,2,1,2,1,2,1,1,1
823993,3,,2,2,,1,1,,1960,2,1,1,1,4,1,2,1,1,1
824120,3,,2,2,,1,2,,1964,2,1,2,1,1,1,2,1,1,1
824236,3,,1,2,,1,6,2,,1,1,1,1,,,,,1,1
824302,3,,1,2,,2,,2,,1,1,2,1,,,,,1,1
824338,3,,2,2,,1,1,2,,2,1,3,,,,,,2,1
824345,3,,3,1,1,2,,2,,4,1,4,1,,,,,2,1
824574,3,,1,1,2,2,,2,,2,1,2,1,,,,,1,1
824637,3,,2,2,,2,,,1938,4,1,3,1,4,1,4,1,1,1
824663,3,,2,2,,2,,2,,3,1,3,,,,,,1,1
824671,3,,3,3,,2,,,2005,7,1,7,1,7,1,7,3,1,1
824695,3,,1,2,,2,,2,,2,1,7,1,,,,,1,1
824718,3,,2,3,,2,,,2006,7,3,7,3,7,3,7,3,1,1
824724,3,,3,2,,1,1,,1974,3,1,2,1,2,1,2,1,2,1
824725,3,,4,1,4,2,,,2000,3,1,3,1,5,1,5,1,3,1
