SESSO,ETA,NCOMP,NSESSOM,NSESSOF,NCOMP13,NCOMP1417,NCOMP1844,NCOMP4554,NCOMP5564,NCOMP65,A01,A02,A03,A04,A05,A06,A08,A10,A11,A12,A13,A14,A15,A16_1,A16A_1,A16_2,A16A_2,A16_3,A16A_3,A16A_4,A16A_5,A16A_6,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44_1,A44_2,A44_3,A44_4,A44_5,A45_1_1,A45_2_1,A45_3_1,A45_4_1,A45_5_1,A45_1_2,A45_2_2,A45_3_2,A45_4_2,A45_5_2,A45_1_3,A45_2_3,A45_3_3,A45_4_3,A45_5_3,A45_1_4,A45_2_4,A45_3_4,A45_4_4,A45_5_4,AREA5,ACOM,Y_MONTH,PANEL,PESO,pesopanel,TITOLO,A07,A09,ID
1,58,4,2,2,0,0,2,0,2,0,4,5,1,3,2,99,0,4,,,,,,2,2,2,2,2,2,2,1,2,3,2,,2,,,3,2,,2,,4,3,2,3,3,3,3,1,4,,3,2,,2,,3,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,3,4,17,2,7762.81407765589,,3,2,0,31917
2,77,4,2,2,0,0,1,1,0,2,3,3,2,,2,6,1,4,,,,,10,1,2,2,2,2,2,2,2,2,2,2,,1,3,,3,2,,1,2,2,2,,2,3,2,2,2,2,2,,2,,1,2,2,2,2,3,3,2,1,4,3,3,1,2,3,2,4,2,2,2,2,2,3,3,3,2,2,3,5,20,2,5506.79259691664,,7,3,3,32028
1,45,3,2,1,1,0,1,1,0,0,4,5,2,,3,3,2,2,,98,10,,0,2,2,2,2,2,2,2,1,2,4,3,2,2,,,5,2,,2,,4,3,2,1,2,,,,4,,3,1,3,,,2,2,3,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,5,18,2,7649.09353092553,,4,2,1,32042
2,79,3,0,3,1,0,0,1,0,1,9,9,2,,9,99,,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,3,,1,4,3,3,2,,4,1,,2,3,4,3,1,4,,3,2,,1,2,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,2,1,2,1,2,1,2,1,1,1,3,5,98,2,23392.9275504647,,1,0,0,32106
1,64,3,2,1,0,0,1,0,2,0,2,2,3,,5,1,1,4,,,,,0,2,2,2,2,2,2,1,2,2,3,2,,1,3,,4,3,1,2,,4,2,,2,2,,,,4,,3,1,1,,,3,2,1,2,2,2,3,3,3,3,3,2,2,2,2,2,2,1,2,1,1,1,1,1,1,3,4,18,2,7559.53427895903,,4,2,1,32115
2,66,4,1,3,0,0,3,0,0,1,2,2,2,,4,2,3,2,,98,6,,0,2,2,2,2,2,2,2,1,2,1,2,,3,,2,3,3,3,1,3,3,2,,3,3,2,2,3,4,,3,2,,1,2,3,2,2,1,1,3,3,3,3,1,3,3,2,1,1,2,1,1,1,1,1,1,1,1,1,3,5,17,2,2443.55882822679,,4,4,3,32124
1,65,4,1,3,0,0,2,0,1,1,2,2,1,5,3,3,2,4,,,,,0,2,2,2,2,2,2,2,1,2,3,2,,2,,,4,2,,2,,1,3,1,2,3,1,3,1,4,,3,1,1,,,3,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,1,2,1,1,2,1,1,1,1,4,4,19,2,2446.81472830741,,6,2,2,32162
1,68,5,2,3,0,0,2,0,0,3,2,1,2,,2,9,2,4,,,,,0,2,2,2,2,2,2,2,1,2,3,1,,2,,,3,3,3,1,1,3,3,3,1,3,3,2,1,4,,3,2,,1,2,3,1,2,1,1,2,2,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,2,11,1,3428.24360351749,8874.07487454492,4,4,2,32234
1,66,4,2,2,0,0,2,0,1,1,9,9,1,11,2,5,0,4,,,,,0,2,2,2,2,2,2,2,2,2,1,2,,1,1,,1,2,,1,1,2,1,,2,3,3,2,2,3,1,,2,,1,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,10,2,5365.65997771931,,3,1,1,32425
1,66,5,2,3,0,0,1,0,1,3,2,4,1,5,2,5,2,1,1,9,0,,50,2,2,2,2,2,2,2,1,2,3,2,,2,,,6,3,4,1,1,1,3,3,3,3,4,2,2,4,,2,2,,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,4,4,20,2,6971.75533050866,,3,3,1,32438
1,77,3,2,1,0,0,1,0,1,1,4,4,2,,4,4,0,2,,98,70,,0,2,2,2,2,2,2,2,2,2,3,2,,2,,,3,2,,2,,1,2,,2,2,,,,4,,3,2,,1,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,2,1,1,2,4,1,12,2,5021.32959515892,,4,1,1,32452
1,72,3,1,2,0,0,1,0,0,2,4,4,1,10,1,2,1,4,,,,,0,2,1,2,2,2,2,2,1,2,4,2,,3,,2,5,2,,2,,4,1,,1,2,,,,4,,3,2,,1,1,3,3,2,1,1,3,3,3,3,3,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,4,4,98,2,4078.24644975212,,6,2,2,32464
1,69,2,1,1,0,0,0,0,1,1,4,5,3,,2,9,,6,,,,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,3,2,,1,3,2,2,,2,3,2,2,1,4,,3,1,1,,,2,1,2,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,4,3,14,2,9830.57827411519,,3,0,0,32594
1,71,2,1,1,0,0,0,0,0,2,2,2,1,5,3,3,,4,,,,,,2,2,2,2,2,2,2,2,2,4,2,,2,,,4,2,,2,,4,2,,1,2,,,,4,,3,1,3,,,3,3,3,3,2,3,3,3,3,2,2,2,2,2,1,2,1,1,1,1,2,1,1,1,1,4,3,15,2,6370.57482297767,,4,0,0,32614
1,74,4,2,2,0,0,2,0,0,2,3,2,2,,4,4,0,4,,,,,1,1,1,2,2,2,2,2,2,2,4,2,,2,,,3,2,,2,,4,2,,2,3,1,3,1,4,,3,2,,2,,3,1,2,1,1,3,2,2,1,1,3,2,2,1,1,3,2,2,1,1,3,2,2,1,1,4,5,98,2,6659.89130065087,,3,2,1,32635
1,71,2,1,1,0,0,0,0,0,2,9,9,1,9,2,99,0,4,,,,,,2,2,2,2,2,2,2,2,2,4,2,,1,1,,2,3,2,2,,4,3,3,2,3,3,3,3,4,,3,2,,2,,2,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,9,2,10080.1109804491,,3,1,0,32648
1,52,4,2,2,0,0,2,2,0,0,3,3,1,3,3,2,1,1,1,9,0,,0,2,2,2,2,2,2,2,2,2,1,2,,2,,,6,2,,2,,1,2,,2,2,,,,4,,3,1,1,,,3,3,3,3,2,3,3,3,3,3,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,4,2,16,2,2506.01932826628,,5,2,1,32658
1,62,5,4,1,0,0,3,0,2,0,4,3,2,,4,99,2,1,1,9,0,,0,2,2,2,2,2,2,2,2,2,3,2,,2,,,4,2,,2,,1,2,,2,3,4,3,1,4,,3,2,,2,,3,1,3,2,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,98,1,6252.10455487632,17123.1378905781,3,4,3,32704
1,51,4,3,1,0,0,2,2,0,0,5,5,1,7,1,6,0,3,,,,80,1,2,2,1,2,2,2,2,2,2,2,1,,4,,,3,2,,2,,4,2,,2,3,1,2,1,4,,3,2,,2,,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,13,2,5717.69171058175,,3,2,2,32710
1,46,3,2,1,0,1,0,2,0,0,3,5,1,9,1,5,0,1,4,98,4,,0,2,2,1,1,2,2,2,2,2,4,2,,1,3,,1,2,,2,,4,2,,1,2,,,,4,,3,1,1,,,3,3,3,2,2,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,2,2,3,3,3,4,3,12,2,6017.29713273303,,7,3,1,32738
1,62,4,2,2,0,0,2,0,2,0,2,2,2,,4,2,2,2,,98,35,,0,2,2,2,2,2,2,2,1,2,4,1,,2,,,5,3,3,2,,4,3,3,1,2,,,,4,,3,2,,1,1,2,1,1,1,1,3,3,3,3,3,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,4,2,21,2,3099.09929289391,,6,3,2,32775
1,57,4,3,1,0,0,2,0,2,0,2,4,1,10,4,8,0,1,1,9,0,,40,1,2,2,1,2,2,2,2,2,3,3,,1,3,,2,2,,1,1,4,2,,2,3,4,3,1,1,1,,2,,1,2,2,2,2,1,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,5,5,4,2,5273.42688909826,,4,4,2,32846
1,70,2,1,1,0,0,0,0,1,1,3,3,1,99,4,99,0,4,,,,,,2,2,2,2,2,2,2,2,2,3,2,,3,,1,3,2,,1,3,2,2,,2,2,,,,4,,1,2,,2,,2,1,1,1,1,3,3,3,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,5,4,10,1,9830.57827411519,24375.9909118336,3,1,0,32897
2,77,3,1,2,1,0,1,0,0,1,3,2,1,11,3,8,0,4,,,,,0,2,2,2,2,2,2,2,2,2,1,2,2,2,,,3,2,,2,,1,2,,2,2,,,,4,,3,1,1,,,2,1,1,3,3,2,2,2,3,3,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,5,4,15,2,5699.14748285328,,4,1,1,32910
2,57,1,0,1,0,0,0,0,1,0,2,2,1,4,3,5,1,2,,98,10,,,2,2,2,2,2,2,2,1,2,1,2,,3,,1,4,3,3,2,,4,3,2,2,2,,,,4,,3,2,,2,,2,3,3,1,1,3,3,3,3,3,2,2,3,3,1,2,2,2,3,1,2,1,1,3,1,5,5,8,1,14988.3690930458,38802.3417980565,4,1,0,33022
1,74,4,2,2,0,0,1,1,0,2,9,3,1,99,9,99,,6,,,,,,2,2,2,2,2,2,2,2,2,3,2,,2,,,3,2,,2,,4,2,,1,2,,,,4,,3,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,12,2,13386.1485211053,,2,0,0,33023
1,48,6,4,2,3,1,0,2,0,0,9,9,9,,9,99,0,1,1,9,0,,0,2,2,2,2,2,2,2,2,2,4,2,2,2,,,1,3,2,1,3,3,3,3,3,3,4,2,1,4,,2,2,,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,14,2,12715.5607749111,,3,1,1,33082
1,54,3,2,1,0,0,1,2,0,0,5,5,1,4,2,6,1,1,2,4,10,,10,1,1,2,2,2,2,2,2,2,4,1,,2,,,3,3,4,1,1,1,3,3,3,3,4,2,2,4,,3,2,,2,,2,2,2,3,3,3,2,2,3,3,2,2,2,3,3,2,1,1,1,1,2,1,1,1,1,1,4,19,1,7352.70186852456,16149.1041746407,3,2,2,33118
1,81,2,1,1,0,0,0,0,0,2,5,5,1,5,2,8,1,2,,98,30,,60,2,2,2,2,2,2,2,2,2,1,2,,2,,,4,3,1,2,,3,3,2,3,3,4,2,1,4,,3,1,1,,,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,18,1,5912.15723031009,13532.2430365183,4,1,1,33120
2,52,3,2,1,0,1,1,1,0,0,5,5,1,99,1,99,0,2,,7,0,,,2,2,2,2,2,2,2,1,2,1,3,,3,,1,3,3,2,2,,2,3,2,2,2,,,,4,,1,2,,1,3,3,1,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,5,8,2,10119.6666750059,,3,1,0,33157
1,66,4,2,2,0,0,2,0,1,1,2,2,1,7,2,2,1,4,,,,,0,2,2,2,2,2,2,2,2,2,3,2,,2,,,5,2,,2,,4,1,,1,2,,,,4,,3,2,,1,1,2,1,1,2,1,2,1,2,3,2,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,5,9,1,6946.61272636714,15172.3631688111,3,1,2,33211
1,85,1,1,0,0,0,0,0,0,1,4,5,1,7,4,3,,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,3,2,,2,,4,2,,2,3,2,3,3,4,,3,2,,2,,2,1,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,1,18135.4432558812,44383.7125357151,4,0,0,33216
1,64,3,2,1,0,0,1,0,2,0,5,5,1,10,1,99,0,4,,,,,0,2,2,2,2,2,2,2,2,2,1,1,,1,1,,3,3,2,2,,2,2,,2,3,4,2,2,4,,3,2,,1,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,1,5,18,1,6038.52448171972,13578.2511633734,4,2,1,33247
1,82,2,1,1,0,0,0,0,0,2,4,4,1,99,1,99,,4,,,,,,2,2,2,2,2,2,2,2,2,3,2,,2,,,4,3,1,2,,4,2,,2,3,3,2,1,4,,3,2,,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,11,1,20938.9903807447,47926.9234111175,2,0,0,33250
2,68,3,1,2,0,0,2,0,0,1,4,5,1,6,2,4,2,4,,,,,0,2,2,2,2,2,2,2,2,2,1,2,,2,,,3,2,,2,,1,2,,1,2,,,,4,,3,1,3,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,2,2,2,1,1,18,2,8106.82042403991,,3,2,2,33289
1,78,3,1,2,0,0,0,1,0,2,5,5,1,10,4,8,0,4,,,,,0,2,2,2,2,2,2,2,1,2,3,2,,2,,,4,3,2,2,,4,2,,2,3,2,2,1,4,,1,2,,2,,3,1,2,1,1,3,2,3,2,2,3,2,3,2,2,3,2,3,2,1,3,1,2,1,1,1,3,12,1,16533.2649495087,34715.9921886438,2,1,1,33310
1,55,4,3,1,0,0,2,1,1,0,9,9,1,3,2,99,1,2,,2,50,,0,2,2,2,2,2,2,2,2,2,3,1,,2,,,4,2,,2,,3,2,,2,3,2,3,3,4,,3,1,1,,,2,2,3,2,2,2,3,3,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,98,2,3688.0778923024,,4,4,1,33337
1,68,2,1,1,0,0,0,0,1,1,5,5,2,,2,3,1,4,,,,,0,2,2,2,2,2,2,2,2,2,4,2,,2,,,6,2,,2,,4,2,,1,2,,,,4,,1,1,3,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,22,1,7525.68104323106,17220.5093889818,4,2,1,33341
1,69,2,1,1,0,0,0,0,0,2,2,4,1,7,3,99,,4,,,,,,2,2,2,2,2,2,2,2,2,4,2,,3,,2,2,2,,2,,1,2,,2,2,,,,4,,3,2,,1,1,3,1,3,1,1,3,3,3,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,3,10,2,9354.74734185515,,3,0,0,33405
1,66,3,2,1,0,0,1,0,1,1,3,4,1,5,2,4,1,4,,,,,0,2,2,2,2,2,2,2,2,2,1,2,,2,,,4,2,,1,3,3,2,,1,2,,,,4,,3,1,1,,,3,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,2,1,2,1,1,1,4,11,1,4523.74474156426,10179.7071598781,6,2,1,33453
1,59,3,2,1,0,0,1,0,2,0,3,3,2,,4,2,,3,,,,0,,2,2,2,2,2,2,1,2,2,1,2,,1,1,,1,2,,2,,3,2,,3,2,,,,2,1,,1,1,,,1,1,3,1,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,5,15,1,6538.42016875445,14702.3186759905,4,0,0,33500
1,62,2,1,1,0,0,0,0,2,0,5,5,1,5,2,7,0,1,1,6,50,,50,1,2,2,2,2,2,2,2,2,3,1,,2,,,4,2,,2,,3,3,2,2,2,,,,4,,3,1,3,,,2,2,1,1,1,4,3,4,3,4,4,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,5,98,2,7677.94695870703,,4,2,1,33537
1,79,4,3,1,0,0,1,1,0,2,2,3,2,,3,4,0,4,,,,,0,1,2,2,2,2,2,2,2,2,4,3,,3,,2,4,3,3,2,,4,1,,1,1,,3,3,4,,3,1,3,,,3,2,1,1,1,3,2,1,1,2,3,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,5,20,2,5783.1072666562,,4,1,1,33563
1,60,4,1,3,0,0,2,0,2,0,3,4,1,99,1,3,2,4,,,,,0,2,2,2,2,2,2,2,2,2,1,2,,1,3,,3,2,,2,,4,2,,1,1,,2,1,4,,3,1,1,,,3,2,2,2,3,2,3,3,3,3,3,2,2,2,2,2,1,1,1,1,3,1,1,1,1,1,5,21,2,3615.93232769098,,4,3,3,33618
1,54,7,2,5,1,0,4,2,0,0,3,3,1,3,2,5,1,1,1,2,20,,20,2,2,2,2,2,2,2,2,2,3,2,2,3,,2,3,2,,2,,1,2,,2,3,3,2,1,4,,3,2,,1,2,2,2,1,1,1,2,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,18,1,2861.46379555889,7779.7684461369,3,3,3,33632
1,62,2,1,1,0,0,0,0,2,0,4,4,1,3,2,4,,4,,,,,,2,2,2,2,2,2,2,2,2,4,2,,2,,,4,2,,2,,3,2,,1,2,,,,4,,3,1,1,,,2,2,2,2,1,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,11,2,12282.0027306934,,3,0,0,33767
1,71,2,1,1,0,0,0,0,0,2,3,4,2,,4,5,,4,,,,,,2,2,2,2,2,2,2,2,2,3,2,,2,,,6,2,,2,,4,2,,1,2,,,,4,,3,1,3,,,3,3,1,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,4,19,2,9354.74734185515,,3,0,0,33805
1,49,4,3,1,2,0,0,2,0,0,3,3,2,,2,99,0,1,1,1,10,,5,2,2,2,2,2,2,2,2,1,4,2,1,2,,,4,2,,2,,4,2,,1,2,,,,4,,3,1,3,,,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,19,1,8123.2416392033,22747.5716990789,4,2,1,33841
1,74,2,1,1,0,0,0,0,0,2,2,2,1,5,2,6,,4,,,,,,2,2,2,2,2,2,2,2,2,3,2,,2,,,5,2,,2,,4,2,,1,2,,,,4,,3,1,3,,,3,3,1,3,1,3,3,1,3,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,5,11,1,6724.44559102712,15391.4769988027,5,0,0,33923
1,64,3,2,1,0,0,1,0,2,0,2,2,2,,2,5,0,4,,,,,0,2,2,2,2,2,2,2,2,2,4,2,,2,,,5,2,,2,,4,3,2,2,2,,,,4,,3,2,,1,3,2,2,2,1,2,2,2,2,3,2,3,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,5,16,2,9923.21449924795,,3,1,1,33937
2,50,3,2,1,0,0,2,1,0,0,3,3,2,,3,3,0,1,1,5,0,,0,2,2,2,2,2,2,2,2,2,1,2,,4,,,3,2,,2,,2,2,,1,2,,,,4,,1,1,3,,,2,2,3,1,1,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,16,1,4488.03735404494,10688.8890450593,4,2,1,33946
2,55,1,0,1,0,0,0,0,1,0,2,2,3,,2,4,0,1,1,2,30,,30,2,1,2,2,2,2,2,2,2,3,3,,2,,,4,3,2,2,,3,2,,2,2,,,,4,,3,2,,1,2,3,3,2,2,5,3,2,2,2,2,3,2,2,1,1,3,2,1,1,1,1,1,1,1,1,2,1,98,2,22547.5493704215,,3,1,0,33960
1,82,8,2,6,2,0,1,3,0,2,5,4,3,,1,7,1,4,,,,,50,2,2,2,2,2,2,2,2,2,4,1,2,2,,,4,3,3,2,,2,3,3,3,1,,2,2,1,1,,1,1,,,3,1,3,1,1,3,2,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,98,2,15487.5568529221,,2,4,3,33961
1,77,2,1,1,0,0,0,0,0,2,4,4,1,2,2,99,,4,,,,,,2,2,2,2,2,2,2,2,2,3,2,,3,,2,3,2,,2,,3,2,,3,2,,,,4,,3,2,,2,,3,1,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,2,2,1,3,11,1,5912.15723031009,13532.2430365183,4,0,0,34059
1,77,2,1,1,0,0,0,0,0,2,3,2,2,,3,4,0,4,,,,,,2,2,2,2,2,2,2,2,2,2,3,,2,,,3,2,,1,3,3,2,,2,2,,,,4,,3,2,,1,4,1,2,3,3,3,3,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,17,2,7707.88377025814,,4,2,0,34071
2,74,2,0,2,0,0,0,1,0,1,4,5,2,,4,99,1,4,,,,,0,2,2,2,2,2,2,2,2,2,1,1,,2,,,4,2,,2,,2,3,1,3,2,,,,3,2,,1,1,,,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,5,8,1,10649.1945766849,24032.7086641581,3,1,1,34081
1,62,3,2,1,0,0,1,0,2,0,5,5,9,,2,99,1,4,,,,,0,2,2,2,2,2,2,2,2,2,3,1,,2,,,4,3,2,1,3,3,3,1,2,2,,,,4,,3,1,3,,,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,15,2,11043.9565534884,,3,3,2,34143
1,80,2,1,1,0,0,0,0,0,2,2,2,2,,1,8,,4,,,,,,2,2,2,2,2,2,2,2,2,4,2,,2,,,4,2,,2,,4,2,,1,2,,,,4,,3,1,3,,,3,2,3,1,2,3,2,3,2,2,3,2,3,2,2,3,1,2,1,1,3,1,1,1,1,2,5,11,2,7312.90362550838,,4,0,0,34165
2,73,1,0,1,0,0,0,0,0,1,3,4,1,5,4,4,1,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,3,2,,2,,4,2,,2,3,2,3,1,4,,3,2,,2,,2,2,2,1,1,4,2,2,1,1,2,2,2,1,1,2,1,2,1,1,2,1,1,1,1,2,5,8,1,28419.9053410707,70066.8769918571,3,1,0,34225
1,78,1,1,0,0,0,0,0,0,1,5,5,2,,4,5,0,2,,6,0,,0,2,2,2,2,2,2,2,1,2,1,3,,2,,,5,2,,2,,4,2,,1,2,,,,4,,3,2,,1,1,3,1,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,1,1,1,2,4,23,1,19359.4386774513,47379.2533763496,4,1,0,34244
1,74,1,1,0,0,0,0,0,0,1,2,2,1,99,4,2,,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,,3,,2,2,2,,1,1,1,1,,1,2,,,,4,,3,2,,2,,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,8,2,27523.7328794351,,3,0,0,34266
2,68,1,0,1,0,0,0,0,0,1,2,2,9,,2,99,,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,,3,,2,4,2,,2,,4,2,,1,2,,,,4,,3,2,,2,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,4,10,2,19989.7834074725,,4,0,0,34274
1,74,1,1,0,0,0,0,0,0,1,3,2,2,,2,3,,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,4,2,,2,,4,2,,1,2,,,,4,,1,2,,2,,3,3,3,3,2,3,3,3,3,4,3,3,3,3,3,2,2,3,3,2,3,2,3,2,2,3,4,16,1,22219.1825169247,56066.312136426,4,0,0,34335
1,49,2,1,1,0,0,0,2,0,0,2,3,1,99,2,99,2,1,1,6,0,,0,2,2,2,2,2,2,2,2,2,1,2,,1,3,,5,2,,1,3,4,2,,1,1,,3,3,4,,3,1,1,,,3,2,3,1,2,4,3,4,2,3,4,1,2,1,2,2,2,2,2,2,1,1,1,1,1,3,5,98,2,6741.25592317814,,4,2,1,34354
1,51,4,2,2,0,1,1,2,0,0,3,3,2,,1,99,0,1,1,98,0,,80,2,1,2,2,2,2,2,2,2,3,3,,1,3,,3,3,3,2,,3,2,,2,3,1,3,3,4,,1,2,,2,,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,13,2,4963.8713296476,,4,2,1,34373
1,54,7,4,3,1,0,4,1,1,0,1,1,1,6,3,2,6,2,,98,0,,0,2,2,2,2,2,2,2,2,2,1,2,1,1,3,,3,3,1,2,,4,1,,1,2,,,,4,,3,2,,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,5,9,1,5467.38344366029,19602.03915533,3,6,2,34377
1,58,3,1,2,0,0,1,0,2,0,4,4,3,,2,4,1,2,,98,50,,25,2,2,2,2,2,2,2,1,2,3,1,,2,,,4,3,2,1,3,3,3,2,1,2,,,,4,,1,2,,1,2,2,1,1,1,2,1,1,2,1,1,2,1,1,2,1,2,1,2,2,1,1,1,2,1,1,3,3,98,1,5753.30450453524,14477.2291417245,6,3,1,34411
2,66,1,0,1,0,0,0,0,0,1,5,5,1,9,1,99,,6,,,,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,1,2,,2,,1,2,,2,2,,,,4,,3,2,,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,2,36136.1147192892,,3,0,0,34415
1,70,2,1,1,0,0,0,0,0,2,2,3,2,,2,4,0,4,,,,,0,2,2,2,2,2,2,2,2,2,4,2,,2,,,4,2,,2,,4,2,,1,2,,,,4,,3,2,,1,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,98,2,9110.87553340325,,4,1,1,34423
1,55,3,2,1,0,0,1,1,1,0,4,5,2,,4,9,0,1,1,2,10,,10,1,1,2,2,2,2,2,2,2,1,2,,2,,,2,3,2,2,,2,2,,1,3,3,3,3,4,,1,2,,1,1,2,1,3,1,1,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,1,3,5,19,1,8493.07519978645,21188.0584497402,3,3,2,34492
1,58,4,1,3,0,0,2,0,2,0,5,5,2,,2,3,1,1,1,1,0,,0,2,2,2,2,2,2,2,2,2,3,2,,2,,,4,2,,2,,4,3,1,2,2,,,,4,,3,1,1,,,3,2,2,1,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,17,1,3070.60758688358,8156.37236280965,4,3,3,34505
1,66,2,1,1,0,0,0,0,0,2,4,5,1,3,4,2,,4,,,,,,2,2,2,2,2,2,2,2,2,3,2,,2,,,5,2,,2,,1,2,,1,3,3,3,1,4,,3,2,,1,1,3,2,2,2,2,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,98,2,8377.73384932383,,6,0,0,34568
1,67,4,3,1,0,0,2,0,0,2,4,4,2,,5,3,0,4,,,,,0,2,2,2,2,2,2,2,2,2,3,1,,2,,,4,2,,2,,4,2,,2,3,1,3,1,4,,3,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,18,1,5182.89768149312,13106.3916187713,4,4,3,34606
