nquest,NCOMP,nord,sex,anasc,staciv,ireg,PERC
505818,4,2,2,1961,1,8,1
505818,4,3,2,1987,1,8,1
505818,4,4,1,1992,2,8,1
505839,2,1,2,1970,1,8,1
505839,2,2,1,1970,1,8,1
506025,2,1,1,1938,1,8,1
506025,2,2,2,1947,1,8,1
506100,1,1,2,1933,4,8,1
506107,3,1,2,1962,1,8,1
506107,3,2,1,1957,1,8,1
506107,3,3,1,1996,2,8,0
506112,1,1,2,1932,4,8,1
506152,4,1,2,1937,4,8,1
506152,4,2,2,1975,2,8,1
506152,4,3,1,2011,2,8,0
506152,4,4,1,2015,2,8,0
506195,1,1,1,1925,4,8,1
506385,3,1,1,1928,1,11,1
506385,3,2,2,1932,1,11,0
506385,3,3,1,1961,2,11,1
506396,4,1,1,1969,1,11,1
506396,4,2,2,1970,1,11,1
506396,4,3,1,2001,2,11,0
506396,4,4,1,2005,2,11,0
506402,1,1,2,1948,4,11,1
506410,4,1,2,1970,1,11,1
506410,4,2,1,1968,1,11,1
506410,4,3,2,1996,2,11,0
506410,4,4,2,1999,2,11,0
506413,4,1,1,1965,1,11,1
506413,4,2,2,1970,1,11,1
506413,4,3,2,2001,2,11,0
506413,4,4,2,2007,2,11,0
506418,2,1,2,1940,1,11,1
506418,2,2,1,1927,1,11,1
506446,2,1,2,1946,1,11,1
506446,2,2,1,1939,1,11,1
506458,4,1,1,1964,1,11,1
506458,4,2,2,1964,1,11,1
506458,4,3,1,1992,2,11,0
506458,4,4,1,2001,2,11,0
506492,3,1,1,1954,1,11,1
506492,3,2,2,1966,1,11,1
506492,3,3,1,1989,2,11,0
506565,2,1,1,1949,1,11,1
506565,2,2,2,1951,1,11,1
506613,1,1,2,1928,4,11,1
506628,5,1,1,1952,1,11,1
506628,5,2,2,1951,1,11,1
506628,5,3,2,1983,2,11,1
506628,5,4,1,1985,2,11,1
506628,5,5,1,1990,2,11,0
506736,2,1,1,1940,1,9,1
506736,2,2,2,1941,1,9,1
506738,4,1,2,1970,1,9,0
506738,4,2,1,1965,1,9,1
506738,4,3,1,1992,2,9,0
506738,4,4,1,1998,2,9,0
506758,3,1,1,1935,1,9,1
506758,3,2,2,1936,1,9,0
506758,3,3,1,1968,3,9,1
506767,2,1,1,1936,1,9,1
506767,2,2,2,1937,1,9,0
506798,2,1,1,1950,1,9,1
506798,2,2,2,1955,1,9,1
506799,2,1,1,1951,1,9,1
506799,2,2,2,1940,1,9,1
507037,2,1,1,1955,1,9,1
507037,2,2,2,1961,1,9,1
507157,1,1,2,1932,4,9,1
507182,2,1,1,1939,1,9,1
507182,2,2,2,1941,1,9,1
507282,5,1,2,1965,1,9,1
507282,5,2,1,1961,1,9,1
507282,5,3,1,1994,2,9,0
507282,5,4,2,1999,2,9,0
507282,5,5,2,2001,2,9,0
507303,2,1,2,1949,1,9,1
507303,2,2,1,1950,1,9,1
507316,2,1,1,1938,1,9,1
507316,2,2,2,1940,1,9,1
507319,1,1,1,1938,2,9,1
507329,2,1,1,1960,3,9,1
507329,2,2,2,1964,3,9,1
507336,3,1,2,1953,1,9,1
507336,3,2,1,1948,1,9,1
507336,3,3,1,1987,2,9,0
507360,3,1,1,1954,1,9,1
507360,3,2,2,1952,1,9,1
507360,3,3,2,1988,2,9,0
507419,2,1,1,1949,1,10,1
507419,2,2,2,1958,1,10,1
507444,1,1,2,1964,4,10,1
507541,4,1,1,1961,1,10,1
507541,4,2,2,1967,1,10,1
507541,4,3,1,1997,2,10,0
507541,4,4,2,2000,2,10,0
507542,3,1,2,1962,1,10,0
507542,3,2,1,1963,1,10,1
507542,3,3,2,1997,2,10,0
507544,3,1,1,1953,1,10,1
507544,3,2,2,1955,1,10,1
507544,3,3,2,1994,2,10,1
507552,4,1,1,1969,1,10,1
507552,4,2,2,1973,1,10,1
507552,4,3,1,1999,2,10,0
507552,4,4,1,2004,2,10,0
507557,1,1,2,1932,4,10,1
507640,2,1,2,1944,1,10,1
507640,2,2,1,1938,1,10,1
507644,2,1,2,1951,1,10,0
507644,2,2,1,1951,1,10,1
507728,2,1,2,1951,1,10,0
507728,2,2,1,1950,1,10,1
507823,1,1,2,1947,4,12,1
507863,1,1,1,1941,2,12,1
507905,7,1,2,1955,1,12,0
507905,7,2,1,1951,1,12,1
507905,7,3,1,1983,2,12,1
507905,7,4,2,1986,1,12,0
507905,7,5,1,1984,1,12,1
507905,7,6,2,2015,2,12,0
507905,7,7,1,2016,2,12,0
507908,1,1,2,1960,4,12,1
507913,3,1,2,1954,4,12,1
507913,3,2,2,1981,2,12,1
507913,3,3,2,1988,2,12,0
507924,3,1,2,1946,1,12,0
507924,3,2,1,1943,1,12,1
507924,3,3,1,1972,2,12,0
508305,1,1,1,1935,4,12,1
508861,2,1,1,1950,1,12,1
508861,2,2,2,1952,1,12,1
509054,2,1,2,1935,1,15,1
509054,2,2,1,1937,1,15,1
509057,4,1,2,1959,1,15,0
509057,4,2,1,1951,1,15,1
509057,4,3,1,1980,2,15,1
509057,4,4,2,1991,2,15,1
509064,1,1,2,1934,4,15,1
509068,1,1,1,1930,4,15,1
509071,2,1,1,1943,1,15,1
509071,2,2,2,1946,1,15,0
509123,1,1,2,1932,4,15,1
509366,2,1,2,1956,1,15,1
509366,2,2,1,1950,1,15,1
509550,2,1,2,1949,3,15,1
509550,2,2,1,1982,2,15,0
509601,3,1,1,1964,1,15,1
509601,3,2,2,1966,1,15,0
509601,3,3,1,1992,2,15,0
509689,3,1,2,1963,1,15,0
509689,3,2,1,1956,1,15,1
509689,3,3,1,1990,2,15,0
509717,2,1,2,1950,4,15,1
509717,2,2,1,1974,2,15,1
509806,4,1,2,1960,1,15,1
509806,4,2,1,1959,1,15,0
509806,4,3,1,1987,2,15,0
509806,4,4,1,1992,2,15,0
509869,2,1,1,1942,1,15,1
509869,2,2,2,1948,1,15,0
509889,3,1,1,1963,1,15,1
509889,3,2,2,1964,1,15,0
509889,3,3,1,1990,2,15,1
510109,1,1,2,1942,4,13,1
510181,1,1,1,1928,4,14,1
510239,3,1,2,1965,1,14,1
510239,3,2,1,1967,1,14,1
510239,3,3,1,1999,2,14,0
510244,2,1,1,1943,1,14,1
510244,2,2,2,1950,1,14,1
510245,2,1,1,1941,1,14,1
510245,2,2,2,1944,1,14,1
510329,4,1,2,1969,3,16,1
510329,4,2,2,1991,2,16,0
510329,4,3,1,1998,2,16,0
510329,4,4,2,2007,2,16,0
510345,5,1,2,1974,1,16,0
510345,5,2,1,1970,1,16,1
510345,5,3,2,1990,2,16,0
510345,5,4,1,1995,2,16,0
510345,5,5,1,2000,2,16,0
510374,3,1,1,1964,1,16,1
510374,3,2,2,1965,1,16,1
510374,3,3,1,2006,2,16,0
510432,2,1,1,1959,2,16,1
510432,2,2,2,1933,4,16,1
510433,4,1,1,1957,1,16,0
510433,4,2,2,1956,1,16,1
510433,4,3,1,1984,2,16,1
510433,4,4,2,1987,2,16,1
510634,2,1,2,1942,1,16,1
510634,2,2,1,1924,1,16,1
510984,1,1,2,1956,3,16,1
511074,2,1,1,1937,1,16,1
511074,2,2,2,1942,1,16,0
511116,1,1,1,1951,3,17,1
511130,1,1,2,1935,4,17,1
511136,3,1,2,1960,1,17,0
511136,3,2,1,1956,1,17,1
511136,3,3,2,1996,2,17,1
511160,2,1,1,1944,1,17,1
511160,2,2,2,1951,1,17,1
511260,1,1,1,1948,3,18,1
511307,2,1,1,1932,4,18,1
511307,2,2,1,1961,2,18,1
511315,2,1,1,1951,1,18,1
511315,2,2,2,1956,1,18,0
511342,1,1,1,1957,3,18,1
511352,5,1,1,1959,1,18,1
511352,5,2,2,1962,1,18,1
511352,5,3,1,1985,2,18,0
511352,5,4,2,1990,2,18,1
511352,5,5,1,1993,2,18,0
511354,1,1,2,1947,4,18,1
511355,2,1,1,1950,1,18,1
511355,2,2,2,1953,1,18,0
511365,4,1,1,1976,1,18,1
511365,4,2,2,1977,1,18,0
511365,4,3,2,1995,2,18,0
511365,4,4,2,2001,2,18,0
511367,2,1,1,1949,1,18,1
511367,2,2,2,1956,1,18,0
511416,3,1,2,1930,4,18,1
511416,3,2,1,1988,2,18,0
511416,3,3,2,1992,2,18,0
511419,1,1,2,1921,4,18,1
511424,2,1,2,1945,1,18,0
511424,2,2,1,1941,1,18,1
511431,2,1,2,1938,1,18,1
511431,2,2,1,1938,1,18,1
511435,2,1,1,1935,1,18,1
511435,2,2,2,1936,1,18,1
511438,1,1,2,1923,2,18,1
511474,4,1,1,1957,1,19,1
511474,4,2,2,1963,1,19,0
511474,4,3,1,1994,2,19,1
511474,4,4,1,1985,2,19,0
511491,2,1,2,1939,4,19,1
511491,2,2,1,1977,2,19,1
511494,1,1,1,1936,4,19,1
511495,3,1,1,1951,1,19,1
511495,3,2,2,1958,1,19,0
511495,3,3,1,1988,2,19,0
511500,2,1,1,1931,1,19,1
511500,2,2,2,1937,1,19,0
511501,2,1,1,1933,1,19,1
511501,2,2,2,1941,1,19,0
511519,1,1,2,1950,2,19,1
511525,3,1,2,1950,1,19,1
511525,3,2,1,1952,1,19,0
511525,3,3,1,1985,2,19,1
511629,2,1,1,1946,1,19,1
511629,2,2,2,1950,1,19,0
511757,3,1,1,1950,1,19,1
511757,3,2,2,1955,1,19,0
511757,3,3,2,1926,4,19,1
512211,2,1,2,1955,4,19,1
512211,2,2,1,1977,2,19,1
512368,4,1,1,1946,1,19,1
512368,4,2,2,1954,1,19,0
512368,4,3,1,1978,2,19,1
512368,4,4,2,1984,2,19,0
512372,1,1,2,1940,4,19,1
512417,2,1,2,1958,2,19,0
512417,2,2,1,1929,4,19,1
512452,4,1,1,1969,1,19,1
512452,4,2,2,1971,1,19,1
512452,4,3,2,1994,2,19,1
512452,4,4,1,1998,2,19,0
512457,5,1,1,1944,1,19,1
512457,5,2,2,1947,1,19,0
512457,5,3,1,1969,2,19,1
512457,5,4,1,1973,2,19,1
512457,5,5,2,1923,2,19,1
512517,1,1,1,1968,3,19,1
512574,1,1,2,1938,4,19,1
512704,2,1,1,1935,1,19,1
512704,2,2,2,1937,1,19,0
512768,1,1,2,1938,4,19,1
512784,5,1,1,1963,1,19,1
512784,5,2,2,1978,1,19,0
512784,5,3,1,1997,2,19,0
512784,5,4,2,2000,2,19,0
512784,5,5,2,2005,2,19,0
512807,1,1,2,1927,4,19,1
512843,5,1,2,1965,1,20,0
512843,5,2,1,1959,1,20,1
512843,5,3,2,1991,2,20,0
512843,5,4,1,1992,2,20,0
512843,5,5,2,2005,2,20,0
512845,3,1,1,1944,1,20,1
512845,3,2,2,1948,1,20,1
512845,3,3,2,1919,4,20,1
512849,3,1,2,1967,1,20,0
512849,3,2,1,1963,1,20,1
512849,3,3,1,1989,2,20,1
512858,3,1,2,1959,1,20,0
512858,3,2,1,1947,1,20,1
512858,3,3,1,1988,2,20,0
512884,3,1,2,1957,1,20,0
512884,3,2,1,1955,1,20,1
512884,3,3,2,1994,2,20,0
512887,4,1,1,1966,1,20,1
512887,4,2,2,1962,1,20,0
512887,4,3,2,1992,2,20,1
512887,4,4,1,2012,2,20,0
512892,1,1,2,1944,4,20,1
512897,1,1,2,1935,4,20,1
512921,2,1,2,1953,1,6,1
512921,2,2,1,1947,1,6,1
512941,4,1,1,1975,1,20,1
512941,4,2,2,1979,1,20,0
512941,4,3,2,2007,2,20,0
512941,4,4,2,2010,2,20,0
512963,2,1,1,1941,1,1,1
512963,2,2,2,1944,1,1,1
513045,3,1,1,1956,1,1,1
513045,3,2,2,1956,1,1,1
513045,3,3,1,1987,2,1,1
513064,2,1,1,1955,1,1,1
513064,2,2,2,1960,1,1,1
513131,2,1,2,1938,1,3,1
513131,2,2,1,1935,1,3,1
513330,2,1,1,1937,1,18,1
513330,2,2,2,1942,1,18,0
513335,3,1,1,1946,1,18,1
513335,3,2,2,1946,1,18,0
513335,3,3,1,1977,2,18,0
513369,2,1,2,1935,1,1,1
513369,2,2,1,1933,1,1,1
513377,2,1,2,1957,2,1,1
513377,2,2,2,1927,4,1,1
513384,2,1,1,1937,1,1,1
513384,2,2,2,1944,1,1,1
513406,3,1,1,1956,1,6,1
513406,3,2,2,1958,1,6,0
513406,3,3,2,1988,2,6,1
513411,1,1,1,1966,2,6,1
513428,2,1,2,1964,3,8,1
513428,2,2,1,1996,2,8,1
513437,3,1,2,1972,1,19,1
513437,3,2,1,1964,1,19,1
513437,3,3,1,2000,2,19,0
610980,2,1,2,1935,1,3,1
610980,2,2,1,1929,1,3,1
611412,4,1,1,1959,1,3,1
611412,4,2,2,1959,1,3,1
611412,4,3,1,1994,2,3,0
611412,4,4,2,1997,2,3,0
611441,2,1,1,1957,1,3,1
611441,2,2,2,1960,1,3,1
611453,1,1,1,1939,4,3,1
611512,2,1,2,1936,1,9,0
611512,2,2,1,1936,1,9,1
611614,4,1,2,1968,1,9,1
611614,4,2,1,1967,1,9,1
611614,4,3,1,1992,2,9,1
611614,4,4,1,1994,2,9,1
611774,1,1,1,1950,3,9,1
612011,2,1,2,1952,1,8,1
612011,2,2,1,1953,1,8,1
612269,1,1,2,1969,2,8,1
612423,1,1,2,1956,4,8,1
613605,1,1,2,1933,4,5,1
613825,1,1,2,1942,4,3,1
614068,1,1,2,1931,4,18,1
614094,2,1,1,1933,1,18,1
614094,2,2,2,1948,1,18,1
614660,2,1,2,1955,4,19,1
614660,2,2,1,1990,2,19,0
614683,2,1,1,1954,1,19,1
614683,2,2,2,1954,1,19,1
614783,1,1,2,1941,3,19,1
615399,4,1,1,1960,1,9,1
615399,4,2,2,1966,1,9,0
615399,4,3,1,1986,2,9,1
615399,4,4,2,1994,2,9,0
615751,1,1,1,1926,4,9,1
616016,2,1,2,1938,1,1,1
616016,2,2,1,1935,1,1,1
616313,3,1,1,1958,1,8,1
616313,3,2,2,1958,1,8,1
616313,3,3,1,1995,2,8,0
617023,2,1,1,1958,1,3,1
617023,2,2,2,1962,1,3,1
617231,1,1,2,1942,4,11,1
617398,3,1,1,1941,1,3,1
617398,3,2,2,1963,1,3,1
617398,3,3,1,1997,2,3,0
617902,2,1,2,1947,1,3,0
617902,2,2,1,1949,1,3,1
618755,2,1,1,1939,1,5,1
618755,2,2,2,1941,1,5,1
619457,3,1,2,1961,4,15,1
619457,3,2,2,1988,2,15,0
619457,3,3,2,1995,2,15,0
620481,2,1,1,1957,1,8,1
620481,2,2,2,1958,1,8,1
620503,2,1,2,1949,1,8,1
620503,2,2,1,1946,1,8,1
620805,2,1,1,1951,1,5,1
620805,2,2,2,1949,1,5,1
620829,3,1,2,1968,3,5,1
620829,3,2,1,1998,2,5,0
620829,3,3,2,2000,2,5,0
620858,4,1,1,1958,1,5,1
620858,4,2,2,1958,1,5,1
620858,4,3,2,1986,2,5,1
620858,4,4,1,1993,2,5,0
621762,2,1,1,1967,2,12,0
621762,2,2,1,1928,4,12,1
621766,1,1,2,1954,2,12,1
621773,4,1,2,1961,1,12,1
621773,4,2,1,1960,1,12,1
621773,4,3,1,1990,2,12,1
621773,4,4,2,1995,2,12,1
622034,4,1,1,1959,1,19,1
622034,4,2,2,1968,1,19,0
622034,4,3,1,1993,2,19,0
622034,4,4,1,1996,2,19,0
622228,2,1,1,1949,1,8,1
622228,2,2,2,1952,1,8,1
622306,1,1,2,1953,4,1,1
622707,1,1,2,1952,4,1,1
622717,1,1,2,1935,4,1,1
622915,2,1,1,1939,1,16,1
622915,2,2,2,1941,1,16,1
623281,2,1,1,1948,1,16,1
623281,2,2,2,1950,1,16,1
623300,4,1,2,1966,1,16,0
623300,4,2,1,1959,1,16,1
623300,4,3,1,1988,2,16,1
623300,4,4,1,1993,2,16,0
623305,6,1,1,1960,1,16,1
623305,6,2,2,1967,1,16,0
623305,6,3,1,1985,2,16,1
623305,6,4,2,1991,2,16,0
623305,6,5,1,2004,2,16,0
623305,6,6,2,2012,2,16,0
623606,2,1,2,1957,1,3,1
623606,2,2,1,1950,1,3,1
623614,3,1,2,1958,1,19,1
623614,3,2,1,1952,1,19,0
623614,3,3,2,2001,2,19,0
623619,3,1,2,1934,4,19,1
623619,3,2,1,1959,2,19,0
623619,3,3,1,1969,2,19,0
624781,4,1,1,1958,1,16,1
624781,4,2,2,1971,1,16,0
624781,4,3,1,1999,2,16,0
624781,4,4,1,2003,2,16,0
625193,2,1,1,1940,1,20,1
625193,2,2,2,1932,1,20,1
625513,2,1,1,1952,4,18,1
625513,2,2,1,1920,4,18,1
625536,2,1,2,1955,1,18,0
625536,2,2,1,1955,1,18,1
625641,2,1,1,1946,1,8,1
625641,2,2,2,1953,1,8,1
625694,3,1,1,1937,1,5,1
625694,3,2,2,1962,1,5,0
625694,3,3,2,2000,2,5,0
625983,3,1,1,1952,1,18,1
625983,3,2,2,1954,1,18,1
625983,3,3,2,1983,2,18,1
626189,1,1,2,1933,4,19,1
626240,3,1,1,1935,1,5,1
626240,3,2,2,1941,1,5,0
626240,3,3,1,1967,3,5,0
626259,3,1,1,1956,1,5,1
626259,3,2,2,1956,1,5,0
626259,3,3,2,1984,2,5,1
626310,4,1,2,1959,1,13,0
626310,4,2,1,1958,1,13,1
626310,4,3,1,1991,2,13,0
626310,4,4,2,1927,4,13,1
626312,1,1,2,1929,4,13,1
626361,2,1,1,1938,1,13,1
626361,2,2,2,1941,1,13,0
626641,1,1,2,1936,4,8,1
626680,1,1,1,1941,4,9,1
626851,3,1,1,1956,1,19,1
626851,3,2,2,1959,1,19,1
626851,3,3,1,1992,2,19,0
626868,1,1,2,1946,2,19,1
627067,2,1,1,1933,1,20,1
627067,2,2,2,1938,1,20,1
627314,4,1,2,1964,1,17,1
627314,4,2,1,1967,1,17,1
627314,4,3,1,1991,2,17,1
627314,4,4,1,1997,2,17,1
627479,4,1,2,1965,1,19,0
627479,4,2,1,1959,1,19,1
627479,4,3,2,1986,2,19,0
627479,4,4,1,1989,2,19,1
628418,3,1,1,1948,1,12,1
628418,3,2,2,1951,1,12,0
628418,3,3,2,1971,2,12,0
629458,4,1,2,1949,1,20,0
629458,4,2,1,1956,1,20,1
629458,4,3,1,1984,2,20,0
629458,4,4,1,1990,2,20,0
629478,2,1,2,1944,1,20,1
629478,2,2,1,1940,1,20,1
629488,2,1,1,1942,1,20,1
629488,2,2,2,1945,1,20,0
629828,2,1,1,1942,1,17,1
629828,2,2,2,1951,1,17,0
629984,5,1,2,1939,4,3,1
629984,5,2,1,1974,2,3,1
629984,5,3,1,2008,2,3,0
629984,5,4,2,2010,2,3,0
629984,5,5,1,2015,2,3,0
630345,2,1,2,1960,1,20,1
630345,2,2,1,1955,1,20,0
630650,1,1,2,1944,4,11,1
630858,2,1,2,1945,1,12,1
630858,2,2,1,1942,1,12,1
631016,2,1,1,1935,1,1,1
631016,2,2,2,1939,1,1,1
631306,4,1,1,1941,4,12,1
631306,4,2,2,1967,2,12,1
631306,4,3,2,1999,2,12,0
631306,4,4,2,2002,2,12,0
631431,2,1,2,1949,1,3,1
631431,2,2,1,1942,1,3,1
631712,4,1,2,1957,1,11,1
631712,4,2,1,1959,1,11,1
631712,4,3,1,1929,1,11,1
631712,4,4,2,1932,1,11,0
631954,2,1,1,1948,1,16,1
631954,2,2,2,1951,1,16,0
632099,1,1,1,1942,3,18,1
632118,2,1,1,1943,1,18,1
632118,2,2,2,1949,1,18,0
633412,2,1,2,1973,1,7,1
633412,2,2,1,1971,1,7,1
633458,2,1,1,1950,1,11,1
633458,2,2,2,1952,1,11,1
633654,2,1,1,1956,1,3,1
633654,2,2,2,1963,1,3,0
633941,1,1,2,1929,4,7,1
634144,3,1,2,1967,1,7,0
634144,3,2,1,1968,1,7,1
634144,3,3,2,1997,2,7,0
634442,2,1,2,1942,1,9,1
634442,2,2,1,1940,1,9,1
634732,3,1,2,1954,1,8,1
634732,3,2,1,1956,1,8,1
634732,3,3,1,1982,2,8,1
635007,2,1,2,1938,1,10,1
635007,2,2,1,1931,1,10,1
635112,4,1,1,1966,1,3,1
635112,4,2,2,1966,1,3,0
635112,4,3,1,1996,2,3,0
635112,4,4,2,1998,2,3,0
635346,3,1,1,1963,2,8,1
635346,3,2,2,1959,2,8,1
635346,3,3,1,1997,2,8,0
635513,4,1,1,1963,1,15,1
635513,4,2,2,1967,1,15,0
635513,4,3,2,1990,2,15,0
635513,4,4,1,1992,2,15,0
635514,4,1,2,1971,1,15,0
635514,4,2,1,1965,1,15,1
635514,4,3,2,1991,2,15,0
635514,4,4,2,1997,2,15,0
636206,2,1,1,1933,1,15,1
636206,2,2,2,1933,1,15,1
636237,4,1,1,1971,1,15,1
636237,4,2,2,1972,1,15,0
636237,4,3,1,1992,2,15,0
636237,4,4,2,1993,2,15,1
636289,2,1,2,1952,1,1,1
636289,2,2,1,1950,1,1,1
636305,4,1,2,1961,1,1,0
636305,4,2,1,1962,1,1,1
636305,4,3,1,1987,2,1,1
636305,4,4,1,1992,2,1,1
636401,2,1,1,1933,1,18,1
636401,2,2,2,1936,1,18,1
636407,2,1,1,1947,1,18,1
636407,2,2,2,1953,1,18,1
636418,2,1,1,1928,1,18,1
636418,2,2,2,1932,1,18,1
637242,1,1,2,1943,4,20,1
637619,2,1,1,1925,1,9,1
637619,2,2,2,1937,1,9,1
637701,4,1,1,1941,1,11,1
637701,4,2,2,1947,1,11,1
637701,4,3,1,1971,2,11,1
637701,4,4,1,1976,2,11,1
637711,1,1,2,1932,4,11,1
637869,2,1,1,1934,1,18,1
637869,2,2,2,1938,1,18,0
638250,2,1,1,1947,1,1,1
638250,2,2,2,1948,1,1,0
638339,2,1,1,1953,1,3,1
638339,2,2,2,1954,1,3,1
638360,2,1,1,1946,1,6,1
638360,2,2,2,1954,1,6,1
638395,4,1,1,1963,1,6,1
638395,4,2,2,1967,1,6,1
638395,4,3,2,1995,2,6,0
638395,4,4,2,2000,2,6,0
639013,2,1,2,1958,4,20,1
639013,2,2,1,1998,2,20,0
639331,4,1,2,1962,3,8,1
639331,4,2,1,1984,2,8,1
639331,4,3,1,1986,2,8,1
639331,4,4,1,1987,2,8,1
639502,2,1,1,1971,2,6,1
639502,2,2,1,1944,4,6,1
639575,1,1,2,1938,3,5,1
639924,6,1,1,1963,1,15,1
639924,6,2,2,1968,1,15,0
639924,6,3,2,1990,2,15,0
639924,6,4,2,1992,2,15,0
639924,6,5,2,1996,2,15,0
639924,6,6,1,2005,2,15,0
639971,5,1,2,1969,1,19,0
639971,5,2,1,1969,1,19,1
639971,5,3,2,1995,2,19,0
639971,5,4,1,1996,2,19,1
639971,5,5,2,2001,2,19,0
640164,2,1,1,1948,1,11,1
640164,2,2,2,1950,1,11,1
640212,3,1,1,1959,1,11,1
640212,3,2,2,1962,1,11,1
640212,3,3,2,1996,2,11,0
640790,1,1,2,1939,4,8,1
640821,4,1,2,1965,1,8,1
640821,4,2,1,1958,1,8,1
640821,4,3,1,1997,2,8,0
640821,4,4,2,2000,2,8,0
640837,2,1,1,1938,1,8,1
640837,2,2,2,1939,1,8,1
640864,4,1,2,1975,1,8,0
640864,4,2,1,1962,1,8,1
640864,4,3,2,1995,2,8,1
640864,4,4,2,2002,2,8,0
640954,1,1,2,1933,4,1,1
641084,2,1,1,1945,1,19,1
641084,2,2,2,1947,1,19,0
641624,1,1,2,1939,2,11,1
641628,3,1,1,1943,4,11,1
641628,3,2,1,1973,2,11,1
641628,3,3,2,1975,2,11,1
648534,3,1,1,1954,1,19,1
648534,3,2,2,1958,1,19,0
648534,3,3,1,1986,2,19,1
648636,2,1,1,1967,2,16,0
648636,2,2,2,1928,4,16,1
648863,1,1,2,1935,4,1,1
649032,2,1,1,1950,1,5,1
649032,2,2,2,1954,1,5,0
649054,4,1,2,1976,1,5,1
649054,4,2,1,1966,1,5,1
649054,4,3,2,2001,2,5,0
649054,4,4,1,2007,2,5,0
649071,2,1,2,1949,1,5,0
649071,2,2,1,1947,1,5,1
649089,5,1,1,1964,1,5,1
649089,5,2,2,1968,1,5,0
649089,5,3,1,1997,2,5,1
649089,5,4,1,2000,2,5,0
649089,5,5,2,2006,2,5,0
649391,1,1,2,1936,4,1,1
650027,1,1,1,1955,3,7,1
650048,1,1,2,1946,4,19,1
650079,1,1,2,1931,4,7,1
650091,2,1,2,1945,1,14,1
650091,2,2,1,1939,1,14,1
670338,2,1,1,1938,4,11,1
670338,2,2,2,1964,2,11,1
670362,2,1,2,1947,1,18,1
670362,2,2,1,1939,1,18,1
670485,2,1,1,1954,1,18,1
670485,2,2,2,1959,1,18,1
670652,1,1,2,1935,4,16,1
670670,2,1,1,1939,1,16,1
670670,2,2,2,1940,1,16,1
670698,2,1,2,1934,1,1,1
670698,2,2,1,1920,3,1,1
670711,3,1,2,1961,1,8,1
670711,3,2,1,1963,1,8,1
670711,3,3,2,2007,2,8,0
670762,1,1,2,1947,4,18,1
670853,2,1,2,1962,4,16,1
670853,2,2,1,1933,4,16,1
670857,5,1,2,1973,1,16,0
670857,5,2,1,1969,1,16,1
670857,5,3,1,1999,2,16,0
670857,5,4,1,2001,2,16,0
670857,5,5,1,2005,2,16,0
671105,1,1,1,1960,2,8,1
671136,3,1,1,1960,1,19,1
671136,3,2,2,1968,1,19,0
671136,3,3,1,2005,2,19,0
671149,3,1,1,1924,4,7,1
671149,3,2,1,1956,1,7,1
671149,3,3,2,2002,2,7,0
671152,4,1,2,1968,1,1,1
671152,4,2,1,1966,1,1,1
671152,4,3,2,2007,2,1,0
671152,4,4,1,2008,2,1,0
671153,2,1,1,1950,1,1,1
671153,2,2,2,1950,1,1,1
671200,2,1,2,1933,1,11,1
671200,2,2,1,1928,1,11,1
671206,4,1,1,1965,1,11,1
671206,4,2,2,1969,1,11,1
671206,4,3,2,2005,2,11,0
671206,4,4,2,2010,2,11,0
671296,1,1,2,1925,4,19,1
671300,3,1,1,1965,1,19,1
671300,3,2,2,1969,1,19,0
671300,3,3,1,2005,2,19,0
671362,1,1,2,1955,3,9,1
671480,4,1,1,1969,1,5,1
671480,4,2,2,1970,1,5,0
671480,4,3,1,1999,2,5,0
671480,4,4,1,2006,2,5,0
671520,3,1,2,1962,1,11,0
671520,3,2,1,1964,1,11,1
671520,3,3,1,2000,2,11,0
671582,2,1,2,1948,1,3,1
671582,2,2,1,1944,1,3,1
671698,3,1,1,1969,1,11,1
671698,3,2,2,1967,1,11,0
671698,3,3,1,1938,4,11,1
671733,3,1,1,1961,1,19,1
671733,3,2,2,1965,1,19,1
671733,3,3,1,1994,2,19,1
671739,3,1,1,1946,1,19,1
671739,3,2,2,1969,1,19,1
671739,3,3,1,2006,2,19,0
671838,1,1,2,1939,4,18,1
671841,3,1,2,1969,1,9,1
671841,3,2,1,1965,1,9,1
671841,3,3,2,2000,2,9,0
671893,4,1,2,1975,1,1,1
671893,4,2,1,1970,1,1,1
671893,4,3,1,2000,2,1,0
671893,4,4,1,2008,2,1,0
671904,2,1,1,1945,1,1,1
671904,2,2,2,1942,1,1,1
671909,2,1,2,1969,1,1,1
671909,2,2,1,1966,1,1,1
672063,3,1,1,1949,1,14,1
672063,3,2,2,1951,1,14,1
672063,3,3,1,1981,2,14,1
672065,2,1,2,1943,1,14,1
672065,2,2,1,1945,1,14,1
672142,2,1,1,1962,1,19,1
672142,2,2,2,1965,1,19,0
672351,4,1,1,1929,1,11,1
672351,4,2,2,1934,1,11,0
672351,4,3,1,1961,3,11,1
672351,4,4,1,1985,2,11,0
672417,3,1,1,1974,2,8,1
672417,3,2,2,1975,2,8,1
672417,3,3,1,2013,2,8,0
672430,1,1,2,1943,4,19,1
672486,2,1,1,1943,1,16,1
672486,2,2,2,1943,1,16,1
672541,2,1,2,1941,2,5,1
672541,2,2,1,1938,4,5,1
672580,2,1,1,1959,1,16,1
672580,2,2,2,1962,1,16,0
672620,2,1,1,1950,1,11,1
672620,2,2,2,1956,1,11,1
672679,2,1,1,1946,1,3,1
672679,2,2,2,1954,1,3,1
